Variable,Region,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140
relative_abatement,OCE,0,0.168942,0.468975,0.629155,0.690643,0.740957,0.790858,0.841463,0.8906,0.938607,0.983959,1.02544,1.06271,1.09538,1.12348,1.14766,1.16747,1.18096,1.18346,1.17046,1.1399,1.08917,1.01354,0.891826,0.678242
relative_abatement,RSAS,0,0.0578614,0.0680058,0.0763244,0.0834687,0.0885592,0.0932862,0.0980415,0.102534,0.106778,0.110684,0.114153,0.117104,0.119505,0.121483,0.123131,0.124119,0.124075,0.122691,0.119736,0.115109,0.108621,0.0999208,0.086943,0.0654691
relative_abatement,RSAF,0,0.0037135,0.0559113,0.0609458,0.322772,0.322858,0.0995394,0,0.0868427,0.0935665,0.100487,0.107432,0.114145,0.120445,0.126377,0.131841,0.136152,0.138659,0.139001,0.136998,0.132664,0.125868,0.116263,0.101495,0.0765538
cumulative_emissions,Global,0,178.178,348.149,512.94,669.481,818.913,959.973,1091.72,1215.03,1331.82,1444.6,1554.4,1661.04,1763.76,1862.91,1959.57,2054.43,2147.96,2241.17,2335.6,2433.03,2535.49,2645.22,2766.97,2910.42
global_emissions,Global,41.8166,35.6356,33.9941,32.9582,31.3083,29.8865,28.212,26.35,24.6608,23.358,22.556,21.9609,21.3285,20.5439,19.8299,19.3319,18.9716,18.7065,18.6404,18.886,19.4867,20.4928,21.9451,24.3498,28.6913
temperature,Global,1.09622,1.20669,1.31208,1.41425,1.5113,1.60395,1.69141,1.77309,1.84954,1.92195,1.99187,2.05995,2.12607,2.18976,2.25123,2.31116,2.36997,2.42796,2.48575,2.54429,2.6047,2.66823,2.73626,2.81174,2.90069
emission_relative_cumulative,Global,1,0.820978,0.776406,0.743013,0.713367,0.688833,0.667563,0.648553,0.631615,0.61648,0.603093,0.591114,0.580313,0.570634,0.562162,0.554622,0.547605,0.541064,0.535234,0.530374,0.526688,0.524439,0.523864,0.525668,0.531329
damage_costs,CAN,1.5722e-05,0.000473559,0.00119019,0.00159606,0.00204121,0.00249206,0.00292991,0.00333833,0.00373076,0.00412452,0.00452576,0.00493495,0.00534792,0.00576262,0.00605313,0.00656343,0.00700318,0.00744475,0.00789212,0.00834004,0.00881021,0.00931667,0.00944593,0.00967512,0.0111229
damage_costs,USA,1.5722e-05,0.000473345,0.00119365,0.00158915,0.00204413,0.00249344,0.00292824,0.00334002,0.00373904,0.00413547,0.0045375,0.00494402,0.00535078,0.00575238,0.00606162,0.00651638,0.00697172,0.00740544,0.00784323,0.00828796,0.00875556,0.00925605,0.00931767,0.00959866,0.0110441
damage_costs,MEX,4.4153e-06,0.000895396,0.00226849,0.00321204,0.00379003,0.00455887,0.00521895,0.0058473,0.00644928,0.00702268,0.00758878,0.00815316,0.00871106,0.00925489,0.00978812,0.0103166,0.0108564,0.01144,0.0120337,0.0125893,0.0131586,0.0137675,0.0134143,0.0138902,0.0159999
damage_costs,RCAM,4.4153e-06,0.000895425,0.0022822,0.00326712,0.00384562,0.00461274,0.00526557,0.00588247,0.00647159,0.00704042,0.00760555,0.00816422,0.00871254,0.00924428,0.00976617,0.0102875,0.0108075,0.0113225,0.0118457,0.0123924,0.0129678,0.0135469,0.0127547,0.0137361,0.0158474
damage_costs,BRA,4.4153e-06,0.000895374,0.0022629,0.00321419,0.00378892,0.00455067,0.00520055,0.00582834,0.00643863,0.00701622,0.00758031,0.00812134,0.00865689,0.00924236,0.00982998,0.0103298,0.0108247,0.0114351,0.0120775,0.012647,0.0132196,0.0138663,0.0137538,0.0139619,0.0160675
damage_costs,RSAM,4.4153e-06,0.000895411,0.00228594,0.00322939,0.00380791,0.00457139,0.00521665,0.00583881,0.00644282,0.00702134,0.00758974,0.00813489,0.00867311,0.00924158,0.00980763,0.0103253,0.0108418,0.0114145,0.012,0.0125511,0.013118,0.0137205,0.0132818,0.0138611,0.0159719
damage_costs,NAF,0.00174167,0.00320061,0.00478193,0.00680336,0.00847794,0.0102342,0.011956,0.013648,0.0153235,0.0170006,0.0186905,0.020385,0.0220207,0.0237046,0.0253953,0.027059,0.0287488,0.0305255,0.032331,0.0340875,0.0358678,0.037715,0.0386117,0.0395478,0.0437519
damage_costs,WAF,0.00174167,0.0032325,0.00507006,0.00697885,0.00879075,0.010563,0.0122877,0.0140406,0.0157997,0.017596,0.0194591,0.0213756,0.0233275,0.0252864,0.0271519,0.0293722,0.03152,0.033563,0.0356083,0.0377356,0.0398982,0.0420359,0.0425937,0.0446414,0.0491403
damage_costs,EAF,0.00174167,0.003216,0.00504074,0.00691089,0.00870261,0.0104538,0.0121697,0.01388,0.015604,0.0173734,0.0191962,0.021052,0.0229413,0.0248579,0.0266865,0.0288416,0.03093,0.0329221,0.0349212,0.037006,0.0391266,0.0412203,0.0417128,0.0437489,0.0482048
damage_costs,SAF,0.00174167,0.00316704,0.00470221,0.0066652,0.00827036,0.00996274,0.011614,0.0132064,0.0147596,0.016303,0.0178559,0.0194187,0.020911,0.0224564,0.0239762,0.0254679,0.0269799,0.0285841,0.0302245,0.0318086,0.033417,0.0351096,0.0360189,0.0365955,0.0406343
damage_costs,WEU,0.0022413,0.00317039,0.00418974,0.00530324,0.00694366,0.00794434,0.00904899,0.0101267,0.0112035,0.0123014,0.0134153,0.0145227,0.0156309,0.0167462,0.0178686,0.0190034,0.0200652,0.0213016,0.0225206,0.0236991,0.024882,0.0260911,0.0268763,0.0273325,0.0297702
damage_costs,CEU,0.0022413,0.00321277,0.00427638,0.0054281,0.00700025,0.0081003,0.00921624,0.0102893,0.0113553,0.0124495,0.0135566,0.0146477,0.0157281,0.0168062,0.0178788,0.0189213,0.0198517,0.0210949,0.022265,0.0233824,0.0245013,0.0256619,0.0265208,0.0268038,0.0291942
damage_costs,TUR,4.4153e-06,0.000895447,0.00228136,0.0032374,0.00381196,0.00457841,0.00523165,0.00584427,0.00642886,0.00699859,0.00756764,0.00813635,0.0086969,0.00923631,0.00976451,0.0102902,0.0108258,0.0114009,0.0119864,0.0125391,0.0131067,0.0137084,0.013258,0.013825,0.0159322
damage_costs,UKR,5.50973e-05,0.000446895,0.00088595,0.00156862,0.00191715,0.00234754,0.00276489,0.00315929,0.00353758,0.00391439,0.00429253,0.00466586,0.00492533,0.00536637,0.00573352,0.00607658,0.00642318,0.00681269,0.00721524,0.00759217,0.00797854,0.00840437,0.00853915,0.00857288,0.00988205
damage_costs,STAN,5.50973e-05,0.000449065,0.000890569,0.00159584,0.00193634,0.0023671,0.00278003,0.00317105,0.00354732,0.00392254,0.00430014,0.00466917,0.00494941,0.00534725,0.00573226,0.00607848,0.00642433,0.00680575,0.00719802,0.00757139,0.00795614,0.00837468,0.00837753,0.00851831,0.00983059
damage_costs,RUS,2.60131e-06,0.000314732,0.000655549,0.00102792,0.00156725,0.00193635,0.0022885,0.0025767,0.00286804,0.00314941,0.00342193,0.00369348,0.00396012,0.00421328,0.00445791,0.00469784,0.0049408,0.00520522,0.00547569,0.00572812,0.00598483,0.00626229,0.00611485,0.00652795,0.00728228
damage_costs,ME,0.00305753,0.0042909,0.00567046,0.00719868,0.00920394,0.0109447,0.0126424,0.0142339,0.0157898,0.0174482,0.019166,0.0209397,0.0227639,0.0246294,0.0265647,0.0285984,0.03068,0.0327499,0.0348232,0.036912,0.0389995,0.0410664,0.0420527,0.0444386,0.0474999
damage_costs,INDIA,1.57423e-05,0.000972057,0.00198379,0.0030658,0.00446501,0.00560132,0.00674897,0.0078325,0.00867114,0.00952684,0.0103762,0.0112187,0.0120501,0.0128653,0.0136643,0.0144391,0.015229,0.0160991,0.0169941,0.0178297,0.0186828,0.0196002,0.0194347,0.0200653,0.0228935
damage_costs,KOR,4.4153e-06,0.000895489,0.00222595,0.00315186,0.00382411,0.00455526,0.00522268,0.00584889,0.00644743,0.00702429,0.00759755,0.00816787,0.00873253,0.00928822,0.00982456,0.0103001,0.0107812,0.0113863,0.0120271,0.0125941,0.0131639,0.0137997,0.013753,0.0139542,0.0160514
damage_costs,CHN,0.0058144,0.00793616,0.0101905,0.0127397,0.0151207,0.0174802,0.0198046,0.0220606,0.024147,0.026396,0.0285597,0.0306736,0.0327443,0.0347929,0.0368049,0.0387215,0.0406086,0.0425829,0.0445811,0.0465316,0.0484984,0.0505415,0.0523932,0.0538664,0.0570247
damage_costs,SEAS,7.62964e-05,0.000847053,0.00167857,0.00258026,0.00353139,0.00453136,0.00646199,0.00747509,0.00780292,0.00841454,0.0090797,0.00975401,0.0104322,0.0111138,0.0117979,0.0124787,0.0131781,0.0139229,0.0146925,0.0154669,0.0162735,0.0170997,0.0165901,0.0174991,0.0200498
damage_costs,INDO,7.62964e-05,0.000849686,0.00168562,0.00259401,0.0035543,0.00456585,0.00600867,0.00753432,0.00797669,0.00854795,0.00922633,0.00992528,0.0106361,0.0113578,0.0120788,0.0127648,0.0134793,0.0143229,0.0152099,0.016033,0.0168707,0.0177793,0.0179342,0.0182283,0.0208182
damage_costs,JAP,0.000295621,0.000802965,0.00139637,0.00247932,0.00316507,0.00364987,0.00412052,0.00456632,0.00500525,0.00546045,0.00592871,0.00639248,0.00685705,0.00733093,0.00780269,0.00824517,0.00869965,0.00923485,0.00979754,0.0101832,0.0108524,0.0114629,0.0120964,0.0113176,0.0130711
damage_costs,OCE,7.62964e-05,0.000845037,0.00167386,0.00257282,0.00352133,0.0048232,0.00640136,0.00739755,0.00773011,0.00831808,0.00895513,0.00963929,0.0103299,0.0109869,0.0116606,0.0124191,0.0132041,0.0139657,0.014735,0.0155165,0.0163323,0.0171745,0.0168773,0.0175893,0.0201415
damage_costs,RSAS,7.62964e-05,0.000847768,0.00168013,0.00258251,0.00353438,0.00510239,0.00650448,0.00735553,0.00775081,0.00839068,0.00907221,0.00975516,0.010439,0.0111151,0.0118141,0.0125774,0.0133564,0.0140997,0.0148664,0.0157023,0.0165833,0.0174613,0.0168537,0.0180502,0.0206662
damage_costs,RSAF,0.00174167,0.00319707,0.00502734,0.007144,0.00809841,0.0101108,0.0122549,0.013707,0.0154587,0.0172762,0.01916,0.0211025,0.0230843,0.025079,0.0269877,0.0292713,0.0314749,0.0335743,0.0356681,0.0378335,0.0400288,0.0421979,0.0428085,0.0448533,0.0493749
gross_damages,CAN,2.67331e-08,0.000568907,0.0012008,0.00190165,0.00265219,0.00344937,0.0042773,0.00511924,0.00596931,0.0068315,0.00771821,0.00863389,0.00957385,0.0105275,0.0114938,0.01248,0.0134911,0.0145307,0.0156095,0.0167468,0.0179679,0.019305,0.0207981,0.0225304,0.0246754
gross_damages,USA,2.67331e-08,0.000568907,0.0012008,0.00190165,0.00265219,0.00344937,0.0042773,0.00511924,0.00596931,0.0068315,0.00771821,0.00863389,0.00957385,0.0105275,0.0114938,0.01248,0.0134911,0.0145307,0.0156095,0.0167468,0.0179679,0.019305,0.0207981,0.0225304,0.0246754
gross_damages,MEX,4.52284e-08,0.000967903,0.00205564,0.00327703,0.00460116,0.00602437,0.00751927,0.00905555,0.0106218,0.0122249,0.0138877,0.0156188,0.0174097,0.0192401,0.021108,0.0230272,0.0250075,0.0270564,0.0291955,0.0314644,0.0339152,0.0366156,0.0396508,0.0431965,0.0476216
gross_damages,RCAM,4.52284e-08,0.000967903,0.00205564,0.00327703,0.00460116,0.00602437,0.00751927,0.00905555,0.0106218,0.0122249,0.0138877,0.0156188,0.0174097,0.0192401,0.021108,0.0230272,0.0250075,0.0270564,0.0291955,0.0314644,0.0339152,0.0366156,0.0396508,0.0431965,0.0476216
gross_damages,BRA,4.52284e-08,0.000967903,0.00205564,0.00327703,0.00460116,0.00602437,0.00751927,0.00905555,0.0106218,0.0122249,0.0138877,0.0156188,0.0174097,0.0192401,0.021108,0.0230272,0.0250075,0.0270564,0.0291955,0.0314644,0.0339152,0.0366156,0.0396508,0.0431965,0.0476216
gross_damages,RSAM,4.52284e-08,0.000967903,0.00205564,0.00327703,0.00460116,0.00602437,0.00751927,0.00905555,0.0106218,0.0122249,0.0138877,0.0156188,0.0174097,0.0192401,0.021108,0.0230272,0.0250075,0.0270564,0.0291955,0.0314644,0.0339152,0.0366156,0.0396508,0.0431965,0.0476216
gross_damages,NAF,4.98283e-08,0.00103513,0.00214112,0.00333267,0.00458088,0.00588464,0.00722149,0.00856773,0.00991682,0.0112772,0.0126699,0.0141027,0.0155693,0.0170537,0.0185552,0.0200855,0.0216527,0.0232629,0.024933,0.0266931,0.0285827,0.0306521,0.0329635,0.0356465,0.0389716
gross_damages,WAF,4.98283e-08,0.00103513,0.00214112,0.00333267,0.00458088,0.00588464,0.00722149,0.00856773,0.00991682,0.0112772,0.0126699,0.0141027,0.0155693,0.0170537,0.0185552,0.0200855,0.0216527,0.0232629,0.024933,0.0266931,0.0285827,0.0306521,0.0329635,0.0356465,0.0389716
gross_damages,EAF,4.98283e-08,0.00103513,0.00214112,0.00333267,0.00458088,0.00588464,0.00722149,0.00856773,0.00991682,0.0112772,0.0126699,0.0141027,0.0155693,0.0170537,0.0185552,0.0200855,0.0216527,0.0232629,0.024933,0.0266931,0.0285827,0.0306521,0.0329635,0.0356465,0.0389716
gross_damages,SAF,4.98283e-08,0.00103513,0.00214112,0.00333267,0.00458088,0.00588464,0.00722149,0.00856773,0.00991682,0.0112772,0.0126699,0.0141027,0.0155693,0.0170537,0.0185552,0.0200855,0.0216527,0.0232629,0.024933,0.0266931,0.0285827,0.0306521,0.0329635,0.0356465,0.0389716
gross_damages,WEU,2.2682e-08,0.000477894,0.000999287,0.00156852,0.00216957,0.00280002,0.00344747,0.00409934,0.00475165,0.00540796,0.00607794,0.00676505,0.0074658,0.0081724,0.00888433,0.00960703,0.0103441,0.0110983,0.0118771,0.0126945,0.0135679,0.0145197,0.0155774,0.0167981,0.0183008
gross_damages,CEU,2.2682e-08,0.000477894,0.000999287,0.00156852,0.00216957,0.00280002,0.00344747,0.00409934,0.00475165,0.00540796,0.00607794,0.00676505,0.0074658,0.0081724,0.00888433,0.00960703,0.0103441,0.0110983,0.0118771,0.0126945,0.0135679,0.0145197,0.0155774,0.0167981,0.0183008
gross_damages,TUR,4.52284e-08,0.000967903,0.00205564,0.00327703,0.00460116,0.00602437,0.00751927,0.00905555,0.0106218,0.0122249,0.0138877,0.0156188,0.0174097,0.0192401,0.021108,0.0230272,0.0250075,0.0270564,0.0291955,0.0314644,0.0339152,0.0366156,0.0396508,0.0431965,0.0476216
gross_damages,UKR,2.0518e-08,0.000438837,0.000930632,0.00148043,0.00207337,0.00270711,0.00336901,0.00404548,0.00473153,0.00543017,0.00615134,0.00689866,0.00766831,0.00845152,0.00924743,0.0100619,0.0108991,0.011762,0.0126596,0.0136081,0.0146288,0.0157492,0.0170034,0.0184623,0.0202741
gross_damages,STAN,2.0518e-08,0.000438837,0.000930632,0.00148043,0.00207337,0.00270711,0.00336901,0.00404548,0.00473153,0.00543017,0.00615134,0.00689866,0.00766831,0.00845152,0.00924743,0.0100619,0.0108991,0.011762,0.0126596,0.0136081,0.0146288,0.0157492,0.0170034,0.0184623,0.0202741
gross_damages,RUS,1.62015e-08,0.000341353,0.000713776,0.00112037,0.0015497,0.00200001,0.00246248,0.0029281,0.00339403,0.00386283,0.00434139,0.00483218,0.00533271,0.00583743,0.00634595,0.00686216,0.00738866,0.00792735,0.00848368,0.00906748,0.00969133,0.0103712,0.0111267,0.0119986,0.013072
gross_damages,ME,2.26712e-08,0.000479149,0.00100498,0.00158224,0.00219492,0.00284062,0.00350666,0.00417991,0.00485606,0.00553863,0.00623757,0.00695648,0.00769169,0.008435,0.00918576,0.00994968,0.0107306,0.0115313,0.01236,0.0132314,0.0141645,0.0151837,0.0163187,0.0176317,0.0192524
gross_damages,INDIA,4.7012e-08,0.000969614,0.0019932,0.00308567,0.00422178,0.00540183,0.00660661,0.00781592,0.00902479,0.0102415,0.0114853,0.0127636,0.0140709,0.0153933,0.0167304,0.0180929,0.0194881,0.0209216,0.0224084,0.0239759,0.025659,0.0275028,0.0295634,0.0319566,0.0349247
gross_damages,KOR,4.52284e-08,0.000967903,0.00205564,0.00327703,0.00460116,0.00602437,0.00751927,0.00905555,0.0106218,0.0122249,0.0138877,0.0156188,0.0174097,0.0192401,0.021108,0.0230272,0.0250075,0.0270564,0.0291955,0.0314644,0.0339152,0.0366156,0.0396508,0.0431965,0.0476216
gross_damages,CHN,2.49297e-08,0.000523339,0.00109133,0.00170945,0.00236095,0.00304371,0.00374473,0.00445065,0.00515739,0.00586892,0.00659583,0.00734197,0.00810363,0.00887242,0.00964777,0.0104357,0.0112401,0.012064,0.0129158,0.0138106,0.0147679,0.0158125,0.0169747,0.0183179,0.0199742
gross_damages,SEAS,3.56775e-08,0.000741837,0.00153412,0.00238527,0.00327297,0.00419525,0.00513541,0.0060765,0.00701395,0.00795373,0.00891025,0.0098888,0.0108847,0.0118873,0.0128959,0.0139186,0.0149607,0.016026,0.0171255,0.0182786,0.0195103,0.0208521,0.0223427,0.0240627,0.0261798
gross_damages,INDO,3.56775e-08,0.000741837,0.00153412,0.00238527,0.00327297,0.00419525,0.00513541,0.0060765,0.00701395,0.00795373,0.00891025,0.0098888,0.0108847,0.0118873,0.0128959,0.0139186,0.0149607,0.016026,0.0171255,0.0182786,0.0195103,0.0208521,0.0223427,0.0240627,0.0261798
gross_damages,JAP,2.06086e-08,0.000452065,0.000983777,0.00160648,0.00230814,0.00308928,0.00393639,0.00483235,0.00576976,0.00675199,0.00779319,0.00889958,0.0100664,0.0112809,0.0125414,0.0138575,0.0152365,0.0166845,0.018218,0.0198674,0.0216743,0.0236939,0.0259976,0.0287318,0.0322046
gross_damages,OCE,3.56775e-08,0.000741837,0.00153412,0.00238527,0.00327297,0.00419525,0.00513541,0.0060765,0.00701395,0.00795373,0.00891025,0.0098888,0.0108847,0.0118873,0.0128959,0.0139186,0.0149607,0.016026,0.0171255,0.0182786,0.0195103,0.0208521,0.0223427,0.0240627,0.0261798
gross_damages,RSAS,3.56775e-08,0.000741837,0.00153412,0.00238527,0.00327297,0.00419525,0.00513541,0.0060765,0.00701395,0.00795373,0.00891025,0.0098888,0.0108847,0.0118873,0.0128959,0.0139186,0.0149607,0.016026,0.0171255,0.0182786,0.0195103,0.0208521,0.0223427,0.0240627,0.0261798
gross_damages,RSAF,4.98283e-08,0.00103513,0.00214112,0.00333267,0.00458088,0.00588464,0.00722149,0.00856773,0.00991682,0.0112772,0.0126699,0.0141027,0.0155693,0.0170537,0.0185552,0.0200855,0.0216527,0.0232629,0.024933,0.0266931,0.0285827,0.0306521,0.0329635,0.0356465,0.0389716
resid_damages,CAN,1.5722e-05,0.000472987,0.000837983,0.001207,0.0015688,0.00192405,0.00227024,0.00260974,0.00294588,0.00328106,0.00362045,0.00396544,0.00431431,0.0046621,0.00495034,0.0052746,0.00560417,0.00593629,0.00627346,0.00662604,0.00700216,0.00741046,0.00804683,0.00911093,0.0103309
resid_damages,USA,1.5722e-05,0.000473299,0.000837293,0.00120933,0.00157013,0.00192462,0.00227092,0.00260881,0.00293982,0.00326722,0.00359642,0.0039298,0.00426696,0.00460615,0.00490559,0.00521684,0.00553884,0.00586572,0.00620008,0.00654982,0.00692256,0.00732792,0.00798316,0.00904383,0.0102595
resid_damages,MEX,4.4153e-06,0.000895343,0.0016235,0.00227262,0.00265832,0.00312024,0.00356307,0.00398006,0.00437246,0.00474975,0.00512128,0.00549026,0.00585571,0.00621489,0.00656919,0.00692337,0.00727675,0.00761746,0.00794685,0.00828718,0.00865135,0.00905077,0.0098462,0.011058,0.0123856
resid_damages,RCAM,4.4153e-06,0.000895379,0.00161736,0.00224102,0.00261283,0.00305201,0.00347249,0.00386852,0.00424188,0.00459927,0.00494871,0.00529449,0.00563651,0.00597258,0.00630376,0.00663337,0.00696431,0.0073003,0.00764552,0.0080054,0.00838843,0.00881555,0.00975462,0.0109716,0.0123047
resid_damages,BRA,4.4153e-06,0.000895354,0.00162608,0.00227445,0.00266005,0.0031248,0.00357428,0.00399884,0.00439669,0.00477849,0.00515571,0.00553917,0.00592928,0.00630286,0.00665493,0.00701654,0.00739465,0.0077543,0.00808704,0.00842579,0.00878687,0.00917015,0.00987851,0.0110835,0.012404
resid_damages,RSAM,4.4153e-06,0.00089539,0.00161571,0.00225597,0.00263788,0.00309309,0.00353343,0.00394959,0.00434032,0.00471387,0.00508024,0.00544935,0.00582104,0.00617929,0.00652194,0.00686604,0.0072151,0.00755461,0.00788565,0.00822926,0.00859769,0.00900366,0.00982977,0.0110429,0.0123719
resid_damages,NAF,0.00174167,0.00320062,0.0047819,0.00629109,0.00781731,0.00933516,0.0108452,0.0123452,0.0138374,0.0153269,0.0168183,0.0183091,0.0197414,0.0211802,0.0226367,0.0241062,0.0255937,0.0270773,0.0285453,0.0300275,0.0315491,0.0331344,0.035332,0.0388186,0.0427358
resid_damages,WAF,0.00174167,0.00323252,0.0047554,0.00624314,0.00771634,0.00920619,0.0107269,0.0122663,0.0138306,0.0154281,0.0170695,0.0187608,0.0204976,0.0222776,0.0240112,0.0258191,0.0276476,0.0295254,0.0314375,0.0333492,0.0352768,0.0372779,0.0401394,0.0439369,0.0481524
resid_damages,EAF,0.00174167,0.00321601,0.00471586,0.00617998,0.0076272,0.00909355,0.0105835,0.0120885,0.0136131,0.0151647,0.0167564,0.0183985,0.0200861,0.0218092,0.0234879,0.025247,0.0270352,0.0288722,0.0307428,0.0326135,0.0345004,0.0364615,0.0392911,0.0430451,0.0472177
resid_damages,SAF,0.00174167,0.00316698,0.00470201,0.00615619,0.00762147,0.00906675,0.010488,0.0118878,0.0132717,0.014645,0.0160173,0.0173887,0.0186891,0.0200023,0.0213216,0.0226437,0.0239738,0.0252871,0.0265725,0.0278712,0.0292102,0.0306059,0.0325375,0.0358549,0.0396087
resid_damages,WEU,0.0022413,0.0031704,0.00418974,0.00530322,0.00622502,0.00718779,0.00814932,0.00911676,0.0100951,0.0110846,0.0120827,0.01309,0.0141096,0.0151409,0.0161804,0.0172248,0.0182328,0.0192684,0.0203124,0.0213638,0.0224296,0.0235165,0.0248364,0.0268665,0.0290786
resid_damages,CEU,0.0022413,0.00321277,0.00427636,0.00542802,0.00642215,0.00740787,0.00837876,0.00935194,0.010337,0.0113303,0.0123221,0.0133049,0.0142803,0.0152493,0.0162168,0.0172059,0.0181542,0.019145,0.0201232,0.0211091,0.0221134,0.0231367,0.0243445,0.0263248,0.0284914
resid_damages,TUR,4.4153e-06,0.000895366,0.00161768,0.00225444,0.00263502,0.00308729,0.00352158,0.00393396,0.00432656,0.00470473,0.00507574,0.00544215,0.00580322,0.00615814,0.00650848,0.00685828,0.00720724,0.00754528,0.00787406,0.00821408,0.0085777,0.00897783,0.00979937,0.0110098,0.012336
resid_damages,UKR,5.50973e-05,0.000446841,0.000885609,0.00121417,0.00156655,0.00191144,0.00224535,0.00256765,0.00288028,0.00318386,0.00348272,0.00378091,0.00401112,0.00427664,0.0045427,0.00481545,0.00509568,0.0053678,0.00562884,0.00589692,0.00618227,0.0064884,0.00697464,0.00790536,0.00896957
resid_damages,STAN,5.50973e-05,0.000449033,0.000890265,0.00121088,0.00155899,0.00189879,0.0022284,0.00254608,0.0028533,0.00315116,0.00344369,0.00373657,0.0039823,0.00423603,0.00449441,0.0047582,0.0050282,0.00529235,0.00554955,0.00581493,0.00609766,0.00640357,0.00693732,0.00787,0.0089353
resid_damages,RUS,2.60131e-06,0.000314731,0.000655534,0.00102785,0.00134197,0.00163931,0.00192527,0.00207042,0.00224767,0.0024289,0.00260921,0.00278704,0.002961,0.00313128,0.00329914,0.00346714,0.00363528,0.00379687,0.00395152,0.00410948,0.00427652,0.00445572,0.00481672,0.00527136,0.00577063
resid_damages,ME,0.00305753,0.0042909,0.00567046,0.00719867,0.00868474,0.0101552,0.0116191,0.012987,0.0144163,0.0159166,0.0174748,0.0190901,0.0207648,0.0225044,0.0243144,0.0261913,0.0281198,0.0300895,0.0320729,0.034041,0.0360001,0.0379727,0.0403586,0.0429195,0.045543
resid_damages,INDIA,1.57423e-05,0.000972075,0.0019838,0.00306581,0.00404565,0.00499251,0.00587413,0.00645331,0.00708679,0.00770447,0.00831102,0.00891114,0.00950338,0.0100819,0.0106494,0.0112214,0.011798,0.0123492,0.0128714,0.0134072,0.0139786,0.0146,0.0158205,0.0177925,0.0199895
resid_damages,KOR,4.4153e-06,0.000895361,0.00164389,0.00223959,0.00269251,0.00316012,0.00360647,0.00402805,0.00442656,0.00480926,0.00518412,0.00555441,0.00591841,0.00627103,0.00661574,0.00697597,0.00735597,0.00771919,0.00805624,0.00840021,0.00876763,0.00916137,0.0098614,0.0110603,0.0123757
resid_damages,CHN,0.0058144,0.00793618,0.0101905,0.0124178,0.0146251,0.0168393,0.0190361,0.0211904,0.0231932,0.0252572,0.0273011,0.0293043,0.0312656,0.0331837,0.0350645,0.0369447,0.038829,0.0406723,0.0424785,0.0443031,0.0461648,0.0480581,0.0501169,0.052762,0.0555544
resid_damages,SEAS,7.62964e-05,0.000847067,0.00167858,0.00258026,0.00353139,0.00453135,0.00511895,0.00534259,0.00571772,0.00613078,0.0065587,0.00700167,0.00745825,0.00792421,0.0084012,0.00889828,0.00941833,0.00995545,0.010511,0.0110968,0.0117218,0.0124052,0.0136972,0.0154889,0.0174207
resid_damages,INDO,7.62964e-05,0.000849698,0.00168563,0.00259402,0.0035543,0.00456583,0.00540704,0.00573512,0.00607871,0.00652081,0.00698846,0.00747612,0.0079794,0.00849094,0.00901283,0.00956811,0.0101589,0.010745,0.0113165,0.0119122,0.0125491,0.0132292,0.0143162,0.016141,0.0181071
resid_damages,JAP,0.000295621,0.000802945,0.00139632,0.00186458,0.00221692,0.0025604,0.00289865,0.00323742,0.00357922,0.00391997,0.0042611,0.00460863,0.00496285,0.00531605,0.00566883,0.00604147,0.00643757,0.00682266,0.00718689,0.0075185,0.00790739,0.00831643,0.00876112,0.0102069,0.0123235
resid_damages,OCE,7.62964e-05,0.000844947,0.00167376,0.00257268,0.00352106,0.00440078,0.00498306,0.00520826,0.00560116,0.00603676,0.0064988,0.00697458,0.00746256,0.00797302,0.00850377,0.00903173,0.00955516,0.0100915,0.0106476,0.0112329,0.0118558,0.0125338,0.0137587,0.0155519,0.0174853
resid_damages,RSAS,7.62964e-05,0.000847785,0.00168014,0.00258252,0.00353439,0.00431617,0.00486233,0.00510335,0.0055053,0.00592914,0.0063657,0.00682112,0.00729741,0.00779688,0.0083193,0.0088565,0.00941258,0.0100062,0.0106396,0.0113048,0.0120073,0.0127738,0.0141991,0.0160555,0.0180537
resid_damages,RSAF,0.00174167,0.00319707,0.00466133,0.00600877,0.00756797,0.00908244,0.0104845,0.0120115,0.0135746,0.0151759,0.0168274,0.0185344,0.0202925,0.0221003,0.023869,0.0257322,0.0276199,0.0295494,0.0315049,0.0334539,0.0354147,0.0374455,0.0403247,0.0441479,0.0483859
adapt_level,CAN,0,0.263092,0.488777,0.633137,0.753501,0.863136,0.963571,1.05136,1.12733,1.19535,1.25806,1.31707,1.373,1.42688,1.5107,1.57305,1.63297,1.69305,1.75389,1.81353,1.87213,1.93045,1.91154,1.77389,1.66692
adapt_level,USA,0,0.26276,0.490802,0.630536,0.752377,0.862623,0.962595,1.05131,1.13053,1.20295,1.27086,1.33512,1.39565,1.45183,1.52738,1.59469,1.65633,1.71671,1.77651,1.83508,1.89279,1.94992,1.91983,1.78045,1.67233
adapt_level,MEX,0,0.0888,0.273218,0.449783,0.741528,0.943908,1.12638,1.29461,1.45247,1.6013,1.74398,1.8822,2.0161,2.14485,2.2687,2.38839,2.50634,2.62969,2.76053,2.89271,3.02564,3.16054,3.14266,3.01567,2.94966
