Variable,Region,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
regional_emission_reduction,CHN,GtCO2/yr,9.45468e-11,0.00734902,0.00771065,0.0078384,0.00779215,0.00766571,0.0074537,0.00714352,0.00675291,0.00630118,0.00579645,0.00525787,0.00475317,0.00434803,0.00405277,0.00385291,0.00368939
regional_emission_reduction,SEAS,GtCO2/yr,8.00812e-10,0.00105942,0.00122021,0.00131389,0.00134908,0.00135299,0.00137724,0.00145953,0.00155834,0.00163049,0.00170462,0.00180653,0.0018797,0.00187667,0.00186716,0.0019238,0.00201557
regional_emission_reduction,INDO,GtCO2/yr,2.31613e-09,0.00100566,0.00105259,0.0011033,0.00113201,0.00111639,0.00109699,0.00111578,0.00116,0.00120494,0.00123174,0.0012307,0.00122274,0.00122929,0.00124434,0.00125787,0.00127043
regional_emission_reduction,JAP,GtCO2/yr,2.80259e-10,0.000583621,0.00056018,0.000548007,0.000545699,0.000550468,0.000559761,0.000570301,0.00057547,0.000569539,0.000553662,0.000531788,0.000512041,0.000501022,0.00049513,0.000489329,0.000483038
regional_emission_reduction,OCE,GtCO2/yr,1.04354e-09,0.000214202,0.000212889,0.000243341,0.000283726,0.000306018,0.000302545,0.000277692,0.000263429,0.000284085,0.000306023,0.000295516,0.00027645,0.000277667,0.000290433,0.00030039,0.000308138
regional_emission_reduction,RSAS,GtCO2/yr,9.03047e-10,0.000317219,0.000397628,0.000477813,0.000566706,0.000675609,0.000812536,0.000979879,0.00116073,0.00133932,0.00152354,0.00172415,0.00193937,0.00216581,0.00240514,0.00265842,0.00292045
regional_emission_reduction,RSAF,GtCO2/yr,5.38129e-09,0.000421929,0.00046708,0.000678238,0.000860506,0.000820091,0.000669078,0.000568493,0.000553089,0.00061975,0.000743391,0.000893774,0.00104242,0.00117059,0.00129518,0.00143503,0.00158338
cumulative_emissions,Global,GtCO2,0,223.777,464.586,717.509,978.943,1248.1,1524.55,1806.11,2091.33,2381.96,2680.77,2988.85,3305.96,3631.47,3965.47,4309.44,4664.99
global_emissions,Global,GtCO2/yr,42.8173,46.6935,49.6301,51.5391,53.0345,54.6282,55.9529,56.6701,57.4166,58.8385,60.6836,62.5496,64.2936,65.9097,67.6918,69.8953,72.3253
temperature,Global,degC_above_PI,1.16,1.29874,1.44804,1.60486,1.76694,1.93382,2.10522,2.27979,2.45662,2.63682,2.82208,3.01309,3.2097,3.41151,3.61859,3.83185,4.05229
emission_relative_cumulative,Global,dimensionless,1,1.00637,1.01097,1.01359,1.0148,1.01523,1.01527,1.01506,1.01471,1.01435,1.01405,1.0138,1.01359,1.01339,1.01318,1.01297,1.01272
slr_thermal,Global,m,0.103814,0.109539,0.116029,0.12334,0.131506,0.140548,0.150486,0.161335,0.173103,0.185793,0.199414,0.213985,0.229529,0.246068,0.263622,0.28221,0.301856
slr_cumgsic,Global,m,0.015,0.0231415,0.0315181,0.0401232,0.0489347,0.0579194,0.0670405,0.0762587,0.0855299,0.0948081,0.104051,0.113221,0.122283,0.131202,0.139943,0.148474,0.156765
slr_cumgis,Global,m,0.006,0.0154801,0.0257222,0.036782,0.0486976,0.0614942,0.0751937,0.089816,0.105373,0.121871,0.139323,0.157748,0.177171,0.197615,0.219098,0.241639,0.265262
total_SLR,Global,m,0.124814,0.148161,0.17327,0.200245,0.229138,0.259962,0.29272,0.327409,0.364006,0.402472,0.442787,0.484954,0.528983,0.574885,0.622663,0.672323,0.723882
damage_costs,CAN,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,USA,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,MEX,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,RCAM,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,BRA,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,RSAM,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,NAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,WAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,EAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,SAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,WEU,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,CEU,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,TUR,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,UKR,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,STAN,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,RUS,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,ME,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,INDIA,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,KOR,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,CHN,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,SEAS,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,INDO,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,JAP,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,OCE,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,RSAS,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs,RSAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,CAN,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,USA,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,MEX,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,RCAM,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,BRA,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,RSAM,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,NAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,WAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,EAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,SAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,WEU,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,CEU,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,TUR,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,UKR,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,STAN,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,RUS,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,ME,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,INDIA,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,KOR,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,CHN,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,SEAS,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,INDO,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,JAP,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,OCE,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,RSAS,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_non_slr,RSAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,CAN,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,USA,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,MEX,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,RCAM,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,BRA,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,RSAM,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,NAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,WAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,EAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,SAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,WEU,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,CEU,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,TUR,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,UKR,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,STAN,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,RUS,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,ME,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,INDIA,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,KOR,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,CHN,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,SEAS,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,INDO,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,JAP,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,OCE,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,RSAS,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage_costs_slr,RSAF,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBD_factor,Global,dimensionless,0.999998,1.01037,1.03931,1.08195,1.13469,1.19807,1.27598,1.37331,1.5008,1.69579,2.11824,4.2537,8.64175,12.0693,14.8958,17.3447,19.4946
LOT_factor,Global,dimensionless,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
learning_factor,Global,dimensionless,0.999998,1.01037,1.03931,1.08195,1.13469,1.19807,1.27598,1.37331,1.5008,1.69579,2.11824,4.2537,8.64175,12.0693,14.8958,17.3447,19.4946
mitigation_costs,CAN,trillion*usd/yr,-2.68532e-09,-2.5151e-09,-2.34726e-09,-2.17993e-09,-2.02268e-09,-1.88212e-09,-1.75819e-09,-1.64767e-09,-1.54217e-09,-1.43747e-09,-1.3386e-09,-1.24952e-09,-1.17063e-09,-1.10113e-09,-1.03931e-09,-9.83592e-10,-9.325e-10
mitigation_costs,USA,trillion*usd/yr,-3.04061e-10,-2.7241e-10,-2.47618e-10,-2.28797e-10,-2.13952e-10,-2.01619e-10,-1.90931e-10,-1.81317e-10,-1.72368e-10,-1.63916e-10,-1.56279e-10,-1.49648e-10,-1.43802e-10,-1.38532e-10,-1.33829e-10,-1.29653e-10,-1.25749e-10
mitigation_costs,MEX,trillion*usd/yr,-2.26859e-09,-1.99646e-09,-1.7593e-09,-1.55816e-09,-1.38564e-09,-1.23579e-09,-1.10555e-09,-9.92456e-10,-8.94405e-10,-8.09334e-10,-7.35164e-10,-6.70237e-10,-6.13467e-10,-5.63757e-10,-5.19751e-10,-4.80493e-10,-4.45679e-10
mitigation_costs,RCAM,trillion*usd/yr,-3.33292e-09,-3.07161e-09,-2.7643e-09,-2.45872e-09,-2.16984e-09,-1.90384e-09,-1.66768e-09,-1.46279e-09,-1.28597e-09,-1.13363e-09,-1.00301e-09,-8.91291e-10,-7.9573e-10,-7.13843e-10,-6.43461e-10,-5.82886e-10,-5.31111e-10
mitigation_costs,BRA,trillion*usd/yr,-1.7346e-09,-1.50345e-09,-1.32344e-09,-1.18853e-09,-1.08095e-09,-9.89411e-10,-9.10289e-10,-8.41793e-10,-7.83071e-10,-7.32859e-10,-6.88557e-10,-6.48468e-10,-6.12781e-10,-5.81463e-10,-5.53299e-10,-5.2727e-10,-5.0297e-10
mitigation_costs,RSAM,trillion*usd/yr,-1.58417e-09,-1.33661e-09,-1.14236e-09,-9.88622e-10,-8.64354e-10,-7.62025e-10,-6.76816e-10,-6.05238e-10,-5.4472e-10,-4.93305e-10,-4.49623e-10,-4.12414e-10,-3.80326e-10,-3.52376e-10,-3.28084e-10,-3.06931e-10,-2.88057e-10
mitigation_costs,NAF,trillion*usd/yr,-2.86206e-09,-2.40964e-09,-2.00121e-09,-1.679e-09,-1.42474e-09,-1.21994e-09,-1.05371e-09,-9.17739e-10,-8.05313e-10,-7.11924e-10,-6.35615e-10,-5.73704e-10,-5.22287e-10,-4.78624e-10,-4.41326e-10,-4.09252e-10,-3.81025e-10
mitigation_costs,WAF,trillion*usd/yr,-3.11125e-09,-2.52424e-09,-1.96194e-09,-1.50533e-09,-1.14769e-09,-8.73385e-10,-6.6625e-10,-5.11495e-10,-3.9629e-10,-3.10451e-10,-2.46317e-10,-1.98108e-10,-1.61734e-10,-1.33947e-10,-1.12218e-10,-9.50723e-11,-8.19258e-11
mitigation_costs,EAF,trillion*usd/yr,-3.40015e-09,-3.53193e-09,-3.32291e-09,-2.89807e-09,-2.39173e-09,-1.903e-09,-1.48699e-09,-1.15642e-09,-9.01405e-10,-7.07296e-10,-5.6032e-10,-4.49029e-10,-3.64894e-10,-3.00606e-10,-2.50169e-10,-2.10316e-10,-1.80044e-10
mitigation_costs,SAF,trillion*usd/yr,-3.53013e-09,-3.4975e-09,-3.35427e-09,-3.1603e-09,-2.95188e-09,-2.74569e-09,-2.54849e-09,-2.36314e-09,-2.19202e-09,-2.03651e-09,-1.89814e-09,-1.77693e-09,-1.67085e-09,-1.57812e-09,-1.49841e-09,-1.4303e-09,-1.36836e-09
mitigation_costs,WEU,trillion*usd/yr,-3.48064e-10,-3.25534e-10,-3.0234e-10,-2.80214e-10,-2.59565e-10,-2.4049e-10,-2.23091e-10,-2.073e-10,-1.92748e-10,-1.79268e-10,-1.67185e-10,-1.56622e-10,-1.47259e-10,-1.38823e-10,-1.3122e-10,-1.24362e-10,-1.18076e-10
mitigation_costs,CEU,trillion*usd/yr,-1.86387e-09,-1.66748e-09,-1.49827e-09,-1.36085e-09,-1.25189e-09,-1.16599e-09,-1.09483e-09,-1.03209e-09,-9.7349e-10,-9.1759e-10,-8.6815e-10,-8.27367e-10,-7.92904e-10,-7.62308e-10,-7.33958e-10,-7.06859e-10,-6.80906e-10
mitigation_costs,TUR,trillion*usd/yr,-2.9001e-09,-2.58371e-09,-2.30225e-09,-2.06025e-09,-1.85217e-09,-1.67222e-09,-1.51719e-09,-1.3838e-09,-1.26824e-09,-1.16766e-09,-1.08096e-09,-1.00668e-09,-9.42225e-10,-8.85595e-10,-8.35863e-10,-7.92022e-10,-7.52093e-10
mitigation_costs,UKR,trillion*usd/yr,-3.36451e-09,-3.50071e-09,-3.53411e-09,-3.48198e-09,-3.38094e-09,-3.25938e-09,-3.12552e-09,-2.97896e-09,-2.82078e-09,-2.65639e-09,-2.50321e-09,-2.37239e-09,-2.25772e-09,-2.15261e-09,-2.05691e-09,-1.97048e-09,-1.88969e-09
mitigation_costs,STAN,trillion*usd/yr,-3.47728e-09,-3.50699e-09,-3.30727e-09,-3.04866e-09,-2.80967e-09,-2.61382e-09,-2.4565e-09,-2.32593e-09,-2.20208e-09,-2.07419e-09,-1.95463e-09,-1.8523e-09,-1.76163e-09,-1.67704e-09,-1.5979e-09,-1.5242e-09,-1.45509e-09
mitigation_costs,RUS,trillion*usd/yr,-1.60031e-09,-1.38032e-09,-1.20669e-09,-1.07629e-09,-9.83817e-10,-9.21092e-10,-8.71093e-10,-8.22324e-10,-7.72311e-10,-7.2232e-10,-6.7865e-10,-6.4448e-10,-6.16248e-10,-5.90756e-10,-5.67413e-10,-5.46009e-10,-5.25884e-10
mitigation_costs,ME,trillion*usd/yr,-1.30249e-09,-1.07366e-09,-8.98731e-10,-7.65738e-10,-6.64341e-10,-5.85961e-10,-5.22818e-10,-4.699e-10,-4.23972e-10,-3.83435e-10,-3.48352e-10,-3.18379e-10,-2.92344e-10,-2.69351e-10,-2.48974e-10,-2.30893e-10,-2.14834e-10
mitigation_costs,INDIA,trillion*usd/yr,-7.21413e-10,-5.26334e-10,-4.00741e-10,-3.16355e-10,-2.56373e-10,-2.11916e-10,-1.78237e-10,-1.52242e-10,-1.31798e-10,-1.15494e-10,-1.02466e-10,-9.20105e-11,-8.3485e-11,-7.64406e-11,-7.06147e-11,-6.57589e-11,-6.15083e-11
mitigation_costs,KOR,trillion*usd/yr,-2.31211e-09,-2.03908e-09,-1.82916e-09,-1.67793e-09,-1.5663e-09,-1.48045e-09,-1.41382e-09,-1.3624e-09,-1.32306e-09,-1.29306e-09,-1.26888e-09,-1.24773e-09,-1.22889e-09,-1.21233e-09,-1.19897e-09,-1.18917e-09,-1.18066e-09
mitigation_costs,CHN,trillion*usd/yr,-2.03629e-10,-1.50176e-10,-1.20959e-10,-1.04542e-10,-9.40509e-11,-8.6512e-11,-8.12679e-11,-7.79378e-11,-7.56708e-11,-7.38606e-11,-7.24853e-11,-7.15952e-11,-7.10901e-11,-7.08521e-11,-7.07785e-11,-7.07796e-11,-7.07962e-11
mitigation_costs,SEAS,trillion*usd/yr,-1.58255e-09,-1.27434e-09,-1.04764e-09,-8.80738e-10,-7.52124e-10,-6.49282e-10,-5.66199e-10,-4.98511e-10,-4.42562e-10,-3.95794e-10,-3.56674e-10,-3.23908e-10,-2.96283e-10,-2.72823e-10,-2.52751e-10,-2.35395e-10,-2.20013e-10
mitigation_costs,INDO,trillion*usd/yr,-2.46561e-09,-1.92028e-09,-1.52021e-09,-1.23809e-09,-1.03294e-09,-8.78597e-10,-7.6021e-10,-6.67978e-10,-5.95116e-10,-5.36805e-10,-4.89424e-10,-4.50307e-10,-4.1722e-10,-3.88719e-10,-3.64239e-10,-3.43167e-10,-3.24263e-10
mitigation_costs,JAP,trillion*usd/yr,-1.13206e-09,-1.08095e-09,-1.03781e-09,-1.00788e-09,-9.84461e-10,-9.60974e-10,-9.362e-10,-9.10355e-10,-8.84645e-10,-8.60243e-10,-8.38074e-10,-8.18497e-10,-8.00419e-10,-7.82837e-10,-7.65771e-10,-7.49351e-10,-7.33355e-10
mitigation_costs,OCE,trillion*usd/yr,-3.13436e-09,-2.92493e-09,-2.72151e-09,-2.53211e-09,-2.35257e-09,-2.17997e-09,-2.01982e-09,-1.87465e-09,-1.73896e-09,-1.61005e-09,-1.49318e-09,-1.39144e-09,-1.30321e-09,-1.22624e-09,-1.15841e-09,-1.09782e-09,-1.04229e-09
mitigation_costs,RSAS,trillion*usd/yr,-2.91241e-09,-2.42378e-09,-1.97602e-09,-1.60537e-09,-1.30373e-09,-1.06017e-09,-8.66604e-10,-7.13555e-10,-5.91659e-10,-4.94003e-10,-4.15796e-10,-3.53116e-10,-3.03005e-10,-2.62679e-10,-2.29457e-10,-2.01762e-10,-1.79163e-10
mitigation_costs,RSAF,trillion*usd/yr,-3.28672e-09,-3.51055e-09,-3.50965e-09,-3.33264e-09,-3.01187e-09,-2.58973e-09,-2.14251e-09,-1.73239e-09,-1.38632e-09,-1.1077e-09,-8.8893e-10,-7.19055e-10,-5.88004e-10,-4.86245e-10,-4.0547e-10,-3.41151e-10,-2.92152e-10
rel_mitigation_costs,CAN,fraction_of_GDP,-5.87371e-09,-5.74289e-09,-5.63036e-09,-5.53166e-09,-5.44944e-09,-5.38357e-09,-5.33093e-09,-5.28797e-09,-5.25026e-09,-5.21585e-09,-5.186e-09,-5.16123e-09,-5.1409e-09,-5.12423e-09,-5.11035e-09,-5.09858e-09,-5.08841e-09
rel_mitigation_costs,USA,fraction_of_GDP,-5.00915e-09,-5.00732e-09,-5.00603e-09,-5.00513e-09,-5.00447e-09,-5.00396e-09,-5.00354e-09,-5.00318e-09,-5.00286e-09,-5.00258e-09,-5.00233e-09,-5.00213e-09,-5.00196e-09,-5.00181e-09,-5.00168e-09,-5.00157e-09,-5.00147e-09
rel_mitigation_costs,MEX,fraction_of_GDP,-5.58241e-09,-5.43663e-09,-5.33138e-09,-5.25577e-09,-5.19989e-09,-5.15758e-09,-5.12526e-09,-5.10041e-09,-5.08121e-09,-5.06627e-09,-5.05453e-09,-5.04522e-09,-5.03781e-09,-5.03188e-09,-5.02705e-09,-5.02308e-09,-5.01983e-09
rel_mitigation_costs,RCAM,fraction_of_GDP,-6.66585e-09,-6.26195e-09,-5.94129e-09,-5.70343e-09,-5.5261e-09,-5.39332e-09,-5.29549e-09,-5.22391e-09,-5.17113e-09,-5.13189e-09,-5.10261e-09,-5.08063e-09,-5.06403e-09,-5.05138e-09,-5.04164e-09,-5.0341e-09,-5.02826e-09
rel_mitigation_costs,BRA,fraction_of_GDP,-5.32146e-09,-5.23719e-09,-5.18165e-09,-5.14538e-09,-5.1196e-09,-5.09978e-09,-5.08417e-09,-5.07178e-09,-5.06198e-09,-5.05419e-09,-5.04776e-09,-5.0423e-09,-5.03772e-09,-5.03393e-09,-5.03069e-09,-5.02785e-09,-5.02532e-09
rel_mitigation_costs,RSAM,fraction_of_GDP,-5.2649e-09,-5.18543e-09,-5.13398e-09,-5.09961e-09,-5.07575e-09,-5.05865e-09,-5.04612e-09,-5.03679e-09,-5.02974e-09,-5.02434e-09,-5.02019e-09,-5.01696e-09,-5.0144e-09,-5.01234e-09,-5.01068e-09,-5.00933e-09,-5.0082e-09
rel_mitigation_costs,NAF,fraction_of_GDP,-6.03216e-09,-5.67047e-09,-5.43893e-09,-5.29979e-09,-5.21187e-09,-5.15343e-09,-5.1135e-09,-5.08558e-09,-5.06561e-09,-5.0511e-09,-5.04062e-09,-5.03302e-09,-5.02732e-09,-5.0229e-09,-5.01944e-09,-5.01669e-09,-5.01445e-09
rel_mitigation_costs,WAF,fraction_of_GDP,-6.31248e-09,-5.74948e-09,-5.4202e-09,-5.2379e-09,-5.13534e-09,-5.0774e-09,-5.04468e-09,-5.02619e-09,-5.01564e-09,-5.00955e-09,-5.00596e-09,-5.00382e-09,-5.00251e-09,-5.00168e-09,-5.00115e-09,-5.00079e-09,-5.00056e-09
rel_mitigation_costs,EAF,fraction_of_GDP,-8.1846e-09,-7.3886e-09,-6.6461e-09,-6.06795e-09,-5.65878e-09,-5.39298e-09,-5.23186e-09,-5.13744e-09,-5.08251e-09,-5.05043e-09,-5.03148e-09,-5.02013e-09,-5.01324e-09,-5.00894e-09,-5.00616e-09,-5.00432e-09,-5.00313e-09
rel_mitigation_costs,SAF,fraction_of_GDP,-7.63651e-09,-7.13456e-09,-6.7098e-09,-6.37912e-09,-6.12399e-09,-5.92493e-09,-5.76711e-09,-5.6404e-09,-5.5384e-09,-5.4563e-09,-5.39075e-09,-5.33859e-09,-5.29669e-09,-5.26276e-09,-5.23552e-09,-5.2136e-09,-5.19473e-09
rel_mitigation_costs,WEU,fraction_of_GDP,-5.01203e-09,-5.01051e-09,-5.00905e-09,-5.00775e-09,-5.00663e-09,-5.00568e-09,-5.00487e-09,-5.00419e-09,-5.00361e-09,-5.0031e-09,-5.00269e-09,-5.00234e-09,-5.00206e-09,-5.00182e-09,-5.00161e-09,-5.00144e-09,-5.00128e-09
rel_mitigation_costs,CEU,fraction_of_GDP,-5.37551e-09,-5.29541e-09,-5.23547e-09,-5.1925e-09,-5.16186e-09,-5.13975e-09,-5.12277e-09,-5.10878e-09,-5.09653e-09,-5.08555e-09,-5.07643e-09,-5.06931e-09,-5.06357e-09,-5.05869e-09,-5.05435e-09,-5.05036e-09,-5.04669e-09
rel_mitigation_costs,TUR,fraction_of_GDP,-6.06998e-09,-5.79338e-09,-5.60258e-09,-5.46822e-09,-5.3704e-09,-5.2972e-09,-5.24178e-09,-5.19934e-09,-5.16627e-09,-5.14017e-09,-5.11961e-09,-5.10337e-09,-5.0903e-09,-5.07959e-09,-5.07076e-09,-5.06343e-09,-5.05711e-09
rel_mitigation_costs,UKR,fraction_of_GDP,-8.26756e-09,-7.84928e-09,-7.43161e-09,-7.06672e-09,-6.76885e-09,-6.53136e-09,-6.33137e-09,-6.1535e-09,-5.99275e-09,-5.85014e-09,-5.73442e-09,-5.6463e-09,-5.57602e-09,-5.51669e-09,-5.46654e-09,-5.42418e-09,-5.38696e-09
rel_mitigation_costs,STAN,fraction_of_GDP,-7.95123e-09,-7.18332e-09,-6.61627e-09,-6.2339e-09,-5.9824e-09,-5.81648e-09,-5.70192e-09,-5.61709e-09,-5.54404e-09,-5.47534e-09,-5.41671e-09,-5.37047e-09,-5.33234e-09,-5.29904e-09,-5.26979e-09,-5.24414e-09,-5.22144e-09
rel_mitigation_costs,RUS,fraction_of_GDP,-5.27065e-09,-5.19829e-09,-5.15001e-09,-5.11854e-09,-5.09863e-09,-5.08622e-09,-5.07696e-09,-5.06845e-09,-5.06026e-09,-5.05262e-09,-5.04638e-09,-5.04178e-09,-5.03816e-09,-5.03504e-09,-5.03229e-09,-5.02988e-09,-5.0277e-09
