Variable,Region,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140
adapt_IAD,SAF,0,1.66232e-07,4.17317e-07,0.000337797,0.000400573,0.000490899,0.000547022,0.000558187,0.000536971,0.000505699,0.000466242,0.000415352,0.000350228,0.000259674,0.000130531,1.48722e-05,4.23672e-06,0.000254858,0.000228709,0.00023187,0.000217759,8.27112e-05,1.00183e-05,3.25262e-06,1.55405e-06
adapt_IAD,WEU,0,1.43149e-08,2.44183e-08,6.37472e-08,0.000349126,0.000421551,0.000457415,0.000458877,0.000434442,0.000416693,0.00039657,0.000342217,0.000267816,0.000157454,8.88276e-05,6.83717e-06,1.16946e-06,0.000189176,0.000170099,0.000166286,4.55282e-05,1.52179e-06,4.74716e-07,2.26576e-07,1.30545e-07
adapt_IAD,CEU,0,4.92785e-08,7.37741e-08,1.71338e-07,0.000183605,0.000412049,0.000407065,0.00040669,0.000379571,0.000365695,0.000354402,0.000306248,0.000234235,0.000193067,9.91e-05,4.89569e-06,1.75348e-06,0.000125099,0.000150569,0.000145839,5.95295e-05,8.01512e-06,2.68772e-06,1.32128e-06,7.84539e-07
adapt_IAD,TUR,0,2.35198e-07,0.000542257,0.000737144,0.000722794,0.000755177,0.000773164,0.000767138,0.000746716,0.00071913,0.000684689,0.000645258,0.000595925,0.000517169,0.000429641,0.000324347,2.39898e-05,0.000609837,0.000470897,0.000469937,0.000461828,0.000342388,1.04613e-05,1.74376e-06,6.65561e-07
adapt_IAD,UKR,0,1.60646e-07,6.00374e-07,0.000259161,0.000242762,0.000270131,0.000292916,0.000298099,0.000288484,0.000280231,0.000270459,0.000248719,0.000218367,0.000189238,0.000155486,4.08542e-05,4.81723e-06,0.00019959,0.000159434,0.000159849,0.000155859,0.000116184,2.40321e-05,5.71641e-06,2.3454e-06
adapt_IAD,STAN,0,1.10571e-07,4.7173e-07,0.000282137,0.000258872,0.000288089,0.000305985,0.000308011,0.000298764,0.000294349,0.000290155,0.000260899,0.000215495,0.000184025,0.000160962,9.65788e-05,1.04099e-05,0.000206227,0.000170389,0.000170233,0.00016608,0.000114138,1.05087e-05,2.25044e-06,9.11087e-07
adapt_IAD,RUS,0,3.53509e-08,5.58441e-08,1.15365e-07,3.33821e-07,0.00021976,0.000177481,0.000178422,0.000180933,0.000167655,0.000141014,0.000127024,0.000117918,7.7357e-05,9.9545e-06,1.95263e-06,9.21256e-07,4.55043e-05,5.73167e-05,3.31649e-05,6.61503e-06,2.29685e-06,1.17121e-06,7.19296e-07,4.89143e-07
adapt_IAD,ME,0,1.53731e-08,2.08521e-08,3.81734e-08,9.48835e-08,0.00046464,0.000406845,0.000424444,0.000409667,0.000381927,0.000342961,0.000295528,0.000233968,0.000121712,2.45607e-06,5.05686e-07,2.5878e-07,4.18868e-06,7.04262e-07,2.3079e-07,1.10566e-07,6.37901e-08,4.09382e-08,2.79023e-08,1.9537e-08
adapt_IAD,INDIA,0,0,0,2.3158e-09,1.30658e-08,0.000371231,0.000306084,0.000328355,0.000327517,0.000308589,0.000273617,0.000226172,0.000174829,9.23377e-05,1.44253e-06,2.29849e-07,1.19301e-07,4.43589e-05,9.32613e-05,5.3462e-05,6.81171e-07,1.71956e-07,7.61693e-08,4.15429e-08,2.48531e-08
adapt_IAD,KOR,0,4.00734e-07,0.000486456,0.000667411,0.000643534,0.000683103,0.000704318,0.000705923,0.00069678,0.000672527,0.000636603,0.000599858,0.000563043,0.00051292,0.000287403,0.000239139,1.64581e-05,0.000557851,0.000418411,0.000421731,0.000415651,0.000357048,4.98611e-05,6.91117e-06,2.5273e-06
adapt_IAD,CHN,0,0,5.11416e-09,3.45914e-08,0.000462061,0.000371555,0.00040634,0.000414737,0.000402489,0.000374164,0.000332731,0.000294057,0.000262354,0.000234587,0.000133964,5.2462e-07,2.01442e-07,0.000170479,0.000162504,0.000165939,0.00016086,6.63815e-05,1.21673e-06,3.39061e-07,1.54407e-07
adapt_IAD,SEAS,0,1.49981e-09,3.56998e-09,5.88283e-09,8.80921e-09,1.26114e-08,1.72239e-08,2.21921e-08,2.69825e-08,3.11888e-08,3.41366e-08,3.52979e-08,3.5275e-08,3.51089e-08,3.5146e-08,3.53443e-08,3.63875e-08,4.59552e-08,5.05381e-08,5.37636e-08,5.49813e-08,5.35865e-08,4.92296e-08,4.22041e-08,3.35687e-08
adapt_IAD,INDO,0,5.13745e-09,7.98514e-09,1.20324e-08,1.73977e-08,2.43684e-08,3.29701e-08,4.29364e-08,5.36224e-08,6.41149e-08,7.36417e-08,8.1994e-08,8.91673e-08,9.51204e-08,1.00068e-07,1.04169e-07,1.08575e-07,1.81875e-07,2.19975e-07,2.59589e-07,2.95641e-07,3.2151e-07,3.2798e-07,3.08199e-07,2.6626e-07
adapt_IAD,JAP,0,8.27483e-08,1.60443e-07,0.000295872,0.00066845,0.000707438,0.000732621,0.000718167,0.000677632,0.000641443,0.000600344,0.00054862,0.000435665,0.000303116,0.000306982,0.000144518,1.3517e-05,0.000363871,0.000326898,0.000331009,0.000321708,0.000166543,1.14107e-05,3.18941e-06,1.47848e-06
adapt_IAD,OCE,0,2.29065e-07,2.21168e-07,2.50216e-07,2.91712e-07,3.82445e-07,5.81582e-07,1.13462e-06,0.000633233,3.82022e-05,3.09335e-06,1.27553e-06,7.37143e-07,5.81859e-07,5.00782e-07,4.70247e-07,4.77091e-07,5.1976e-07,5.66334e-07,6.14124e-07,6.59592e-07,6.97457e-07,7.20223e-07,7.20067e-07,6.92064e-07
adapt_IAD,RSAS,0,0,0,1.04868e-09,2.77458e-09,5.91463e-09,1.5445e-08,0.000411255,0.000415817,0.000394851,0.00013136,1.46333e-07,3.93821e-08,1.60183e-08,7.36589e-09,3.35483e-09,1.40471e-09,7.76536e-10,1.42156e-10,0,0,0,0,0,0
adapt_IAD,RSAF,0,3.49687e-08,0.0002614,0.000785615,0.00029317,0.000552507,0.000899403,0.000729622,0.000694041,0.000668951,0.000625941,0.000559211,0.000470409,0.000367681,0.000281722,0.000206033,0.000103699,0.000338948,0.000304644,0.000293951,0.000203348,6.50379e-07,1.04913e-07,3.47524e-08,1.30669e-08
adapt_SAD,CAN,0,1.7758e-06,0.000330659,0.000551177,0.000759147,0.000959713,0.00115457,0.00131002,0.00140777,0.00145342,0.00145033,0.00140617,0.00133258,0.00123844,0.0011834,0.00107535,0.000847836,0.000940191,0.000944532,0.000945734,0.000942168,0.00090804,0.000733618,0.000571812,0.000443906
adapt_SAD,USA,0,1.54732e-07,0.000336928,0.000608085,0.000771397,0.00097762,0.00115692,0.00129457,0.00138801,0.00144893,0.00148449,0.0014917,0.00146374,0.00132375,0.00121988,0.00107535,0.00083418,0.00096128,0.000963178,0.000962622,0.00095883,0.000935963,0.000732291,0.000567084,0.000438942
adapt_SAD,MEX,0,1.70814e-07,0.000529079,0.00111508,0.00154667,0.00191053,0.00220514,0.00243999,0.00262564,0.00274528,0.0027917,0.00278347,0.00273129,0.0026196,0.00245132,0.00215789,0.00167514,0.00190605,0.00193218,0.00195298,0.0019624,0.00187531,0.00146289,0.00113367,0.00087785
adapt_SAD,RCAM,0,1.49675e-07,0.000542185,0.00119144,0.00169662,0.00212639,0.00248894,0.00277681,0.00299114,0.00313999,0.00322851,0.00324891,0.00319779,0.00307933,0.00290978,0.00268228,0.00215204,0.00235231,0.00233847,0.00231663,0.00228478,0.00203057,0.00157359,0.00121814,0.000942786
adapt_SAD,BRA,0,9.26299e-08,0.000550672,0.00113787,0.00157276,0.0019101,0.00213974,0.00232091,0.00251331,0.00269624,0.00283424,0.0027838,0.00250906,0.00215141,0.00206761,0.00193117,0.00168412,0.00167122,0.00170747,0.00174226,0.00176315,0.00177192,0.00139474,0.00108096,0.000837029
adapt_SAD,RSAM,0,9.78206e-08,0.000562788,0.00117555,0.00165904,0.00204783,0.00231395,0.0025155,0.00270223,0.00286639,0.00299174,0.00297242,0.00278298,0.0025236,0.00236339,0.00221263,0.00188103,0.00199235,0.00201472,0.00203032,0.00203163,0.00191297,0.00148431,0.00114918,0.000889451
adapt_SAD,NAF,0,2.84125e-08,1.09047e-07,0.000332813,0.0006562,0.000985111,0.00128627,0.00153544,0.00172042,0.00184157,0.00189899,0.00189352,0.00182756,0.00170259,0.00153224,0.00123561,0.000958138,0.00102824,0.00104765,0.00106353,0.00106354,0.000868378,0.000673775,0.000521936,0.000404139
adapt_SAD,WAF,0,1.16837e-09,0.00020916,0.000688731,0.00119462,0.00167799,0.00205985,0.00236237,0.00257151,0.00268602,0.00272124,0.00267497,0.00254707,0.00234074,0.00209039,0.00182082,0.0015145,0.00151135,0.00147472,0.00143563,0.00131029,0.00101404,0.000784665,0.000607161,0.000469806
adapt_SAD,EAF,0,6.79806e-09,0.000220039,0.000690922,0.00119643,0.00168031,0.00208323,0.00239011,0.00259939,0.00272591,0.00277207,0.00272666,0.00259274,0.00238512,0.0021359,0.00186149,0.00155964,0.00153922,0.00149687,0.00145319,0.00131813,0.00102015,0.000789405,0.000610832,0.000472649
adapt_SAD,SAF,0,1.66232e-07,5.45944e-07,0.000338219,0.000662281,0.00100336,0.0013234,0.00158221,0.00176126,0.00186852,0.00191207,0.00189488,0.00181645,0.00166521,0.00141904,0.0011129,0.000865374,0.000924468,0.000944045,0.000962354,0.000962411,0.000827406,0.00065025,0.000506403,0.000393399
adapt_SAD,WEU,0,1.43149e-08,3.54949e-08,9.12125e-08,0.000349197,0.000691753,0.00099268,0.00122699,0.00138387,0.0014875,0.00154757,0.0015397,0.0014592,0.00128656,0.00108434,0.00084588,0.000655695,0.000696541,0.000709069,0.00071495,0.000598743,0.000464818,0.000360142,0.000278897,0.000215936
adapt_SAD,CEU,0,4.92785e-08,1.11905e-07,2.57928e-07,0.000183805,0.000554273,0.000835951,0.00105353,0.00119477,0.00129019,0.00135273,0.00135296,0.00128113,0.00118438,0.00101555,0.00079071,0.00061359,0.000599883,0.000614747,0.000621519,0.000540449,0.000426204,0.000332476,0.000258585,0.000200873
adapt_SAD,TUR,0,2.35198e-07,0.000542439,0.00115687,0.00161796,0.00200712,0.00232624,0.00256714,0.00273312,0.00283396,0.00287756,0.00287186,0.00281811,0.00269777,0.00251712,0.00227205,0.00178206,0.00198876,0.00200976,0.00202505,0.00202878,0.00191222,0.0014901,0.00115475,0.000894191
adapt_SAD,UKR,0,1.60646e-07,7.24678e-07,0.000259722,0.00044373,0.00061348,0.000767616,0.000892065,0.000978747,0.00103757,0.00107331,0.00107922,0.00105345,0.00100438,0.000932654,0.000762524,0.000594844,0.000659869,0.000670028,0.000678304,0.000680717,0.00064291,0.000521504,0.000409246,0.000319012
adapt_SAD,STAN,0,1.10571e-07,5.57288e-07,0.000282568,0.000477518,0.000657583,0.00081481,0.000938496,0.00102495,0.00108744,0.00113159,0.00113651,0.0010949,0.00103124,0.000958915,0.000838569,0.000659279,0.000716364,0.000724698,0.00073099,0.000731706,0.000680319,0.000536926,0.000417714,0.00032413
adapt_SAD,RUS,0,3.53509e-08,8.31979e-08,1.79742e-07,4.72902e-07,0.000220126,0.000347811,0.000447552,0.00052724,0.000575623,0.00058642,0.000580785,0.000567318,0.000516337,0.000409486,0.000318805,0.000247607,0.000237098,0.000240778,0.000219475,0.00017644,0.000138823,0.00010859,8.4744e-05,6.60624e-05
adapt_SAD,ME,0,1.53731e-08,3.27475e-08,6.35128e-08,1.44029e-07,0.000464752,0.000766461,0.00101752,0.001197,0.00130814,0.00135518,0.00134414,0.00127404,0.00110754,0.000859447,0.00066553,0.000515233,0.000402866,0.000312434,0.000241986,0.000187355,0.000145036,0.000112267,8.68978e-05,6.72594e-05
adapt_SAD,INDIA,0,0,0,0,1.12606e-08,0.00037124,0.000593342,0.000787472,0.000936847,0.0010335,0.00107332,0.00105669,0.000992475,0.000860296,0.000667123,0.000516437,0.000399728,0.000353661,0.000366917,0.000337376,0.000261736,0.000202698,0.00015692,0.000121463,9.4011e-05
adapt_SAD,KOR,0,4.00734e-07,0.000486766,0.00104406,0.00145141,0.00180618,0.0021019,0.00233234,0.0025015,0.00260814,0.00265473,0.00265404,0.00261669,0.00253766,0.002251,0.00198092,0.00154926,0.00175664,0.00177766,0.00179725,0.00180633,0.00175475,0.00140765,0.00109613,0.00085069
adapt_SAD,CHN,0,0,2.81258e-09,3.67677e-08,0.00046209,0.000729111,0.000970512,0.0011657,0.00130449,0.00138355,0.0014033,0.0013799,0.0013301,0.00126379,0.00111186,0.00086086,0.000666319,0.000686064,0.000693367,0.000702453,0.000704405,0.000611437,0.000474335,0.00036737,0.000284419
adapt_SAD,SEAS,0,1.49981e-09,4.73051e-09,9.5432e-09,1.61936e-08,2.51417e-08,3.6678e-08,5.05728e-08,6.61148e-08,8.23472e-08,9.78553e-08,1.11017e-07,1.21177e-07,1.28874e-07,1.34866e-07,1.39701e-07,1.44485e-07,1.57755e-07,1.72606e-07,1.87323e-07,1.99928e-07,2.08287e-07,2.10398e-07,2.05006e-07,1.92199e-07
adapt_SAD,INDO,0,5.13745e-09,1.19604e-08,2.12872e-08,3.38693e-08,5.05758e-08,7.21047e-08,9.87296e-08,1.30017e-07,1.6472e-07,2.01099e-07,2.376e-07,2.73018e-07,3.06377e-07,3.37136e-07,3.65038e-07,3.91034e-07,4.8445e-07,5.94833e-07,7.19859e-07,8.52654e-07,9.81277e-07,1.08727e-06,1.14951e-06,1.15573e-06
adapt_SAD,JAP,0,8.27483e-08,2.24472e-07,0.000296046,0.000897525,0.00140193,0.0018174,0.00212444,0.00232148,0.00243776,0.00248664,0.00247273,0.00234902,0.00212074,0.00194797,0.00165182,0.00129166,0.00136334,0.00138182,0.00140024,0.00140518,0.00125385,0.000981615,0.000762744,0.000591675
adapt_SAD,OCE,0,2.29065e-07,3.98414e-07,5.58501e-07,7.23869e-07,9.42561e-07,1.31092e-06,2.14898e-06,0.000634896,0.000529473,0.000412789,0.000320684,0.000248876,0.000193158,0.000149962,0.000116508,9.0629e-05,7.06468e-05,5.52315e-05,4.33512e-05,3.42039e-05,2.71638e-05,2.1739e-05,1.75413e-05,1.42652e-05
adapt_SAD,RSAS,0,0,0,0,1.43531e-09,7.02524e-09,2.0881e-08,0.000411271,0.000734051,0.000962845,0.000876391,0.000678281,0.00052488,0.000406158,0.000314285,0.000243191,0.000188178,0.000145609,0.00011267,8.71814e-05,6.74586e-05,5.21971e-05,4.03877e-05,3.12495e-05,2.41782e-05
adapt_SAD,RSAF,0,3.49687e-08,0.000261427,0.000987902,0.00105759,0.00137085,0.00196014,0.00224634,0.00243222,0.00255095,0.00259982,0.0025709,0.00245972,0.00227097,0.00203896,0.00178374,0.00148392,0.00148718,0.00145539,0.00142011,0.0013022,0.00100827,0.000780283,0.000603803,0.000467224
SLR,Global,0.103047,0.109041,0.115508,0.122378,0.129577,0.137039,0.144698,0.152486,0.160339,0.1682,0.176019,0.183747,0.191335,0.198737,0.20592,0.212846,0.219479,0.226031,0.232504,0.238898,0.245215,0.251456,0.257621,0.263711,0.269728
CUMGSIC,Global,0.015,0.0229012,0.0309378,0.0390214,0.0470919,0.0550912,0.0629739,0.0706979,0.0782264,0.0855295,0.0925855,0.0993787,0.105898,0.112134,0.118082,0.123744,0.129121,0.134216,0.139112,0.143818,0.14834,0.152687,0.156864,0.160879,0.164737
CUMGIS,Global,0.006,0.0151237,0.0248331,0.0350348,0.0456678,0.0566645,0.0679684,0.079519,0.0912549,0.103118,0.115056,0.127023,0.138973,0.150861,0.162644,0.17429,0.185763,0.197027,0.208274,0.219503,0.230714,0.241907,0.253082,0.26424,0.27538
total_SLR,Global,0.124047,0.147066,0.171279,0.196434,0.222336,0.248795,0.27564,0.302703,0.32982,0.356847,0.383661,0.410149,0.436206,0.461732,0.486646,0.51088,0.534362,0.557274,0.57989,0.602219,0.624269,0.64605,0.667567,0.68883,0.709845
SLR_damages,CAN,1.56953e-05,2.25717e-05,3.13467e-05,4.22889e-05,5.5522e-05,7.1046e-05,8.88888e-05,0.000109067,0.000131677,0.000156805,0.000184238,0.000213646,0.00024481,0.000277512,0.000311448,0.000346232,0.000381773,0.000418904,0.000457305,0.000496565,0.000536615,0.000577469,0.000619037,0.000661195,0.000703872
SLR_damages,USA,1.56953e-05,2.27658e-05,3.17641e-05,4.27918e-05,5.58942e-05,7.1103e-05,8.8466e-05,0.000108033,0.000129818,0.000153786,0.000179737,0.000207388,0.000236564,0.000267097,0.000298807,0.000331455,0.000364923,0.000399901,0.000436071,0.00047313,0.000511009,0.000549697,0.000589109,0.000629137,0.000669711
SLR_damages,MEX,4.37007e-06,6.37751e-06,8.96181e-06,1.21863e-05,1.60923e-05,2.07032e-05,2.60538e-05,3.21717e-05,3.90481e-05,4.66497e-05,5.49299e-05,6.38331e-05,7.33088e-05,8.32936e-05,9.36933e-05,0.000104419,0.000115446,0.000127018,0.000138998,0.000151244,0.000163733,0.000176467,0.00018941,0.000202517,0.000215764
SLR_damages,RCAM,4.37007e-06,6.41146e-06,9.03454e-06,1.22836e-05,1.62054e-05,2.08375e-05,2.62007e-05,3.22979e-05,3.9121e-05,4.66503e-05,5.48531e-05,6.36848e-05,7.30932e-05,8.30202e-05,9.34158e-05,0.000104232,0.00011541,0.000127051,0.000139089,0.000151392,0.000163935,0.000176718,0.000189703,0.000202848,0.000216125
SLR_damages,BRA,4.37007e-06,6.38222e-06,8.94235e-06,1.20851e-05,1.58436e-05,2.02413e-05,2.52998e-05,3.10301e-05,3.74011e-05,4.43533e-05,5.18408e-05,5.98109e-05,6.81879e-05,7.69107e-05,8.59768e-05,9.53392e-05,0.000104951,0.000114874,0.000125152,0.000135704,0.000146506,0.000157551,0.000168802,0.000180228,0.000191812
SLR_damages,RSAM,4.37007e-06,6.41793e-06,9.04729e-06,1.23198e-05,1.62762e-05,2.09376e-05,2.63318e-05,3.24815e-05,3.93784e-05,4.6989e-05,5.52617e-05,6.41308e-05,7.35486e-05,8.34822e-05,9.38958e-05,0.000104731,0.000115931,0.000127577,0.000139625,0.00015194,0.000164498,0.000177299,0.000190309,0.000203482,0.000216794
SLR_damages,NAF,0.00174162,0.00219771,0.0027055,0.00325379,0.00383444,0.00444116,0.00507385,0.00573231,0.0064118,0.00710536,0.00780096,0.00848802,0.00916622,0.00983634,0.0104939,0.0111352,0.0117648,0.0124021,0.0130336,0.0136479,0.0142456,0.0148292,0.0153978,0.0159497,0.0164851
SLR_damages,WAF,0.00174162,0.00222963,0.00276339,0.00333447,0.00394708,0.00460605,0.00531262,0.00606627,0.00686395,0.00770217,0.00857829,0.00948849,0.0104247,0.0113795,0.01235,0.0133321,0.0143129,0.0152836,0.0162282,0.0171295,0.0179922,0.0188232,0.0196218,0.020386,0.0211169
SLR_damages,EAF,0.00174162,0.00221316,0.00272645,0.00327236,0.00385946,0.00449626,0.00517914,0.00590267,0.00666621,0.00746915,0.00830803,0.00917786,0.0100705,0.0109798,0.0119081,0.0128546,0.0138029,0.0147394,0.01565,0.016519,0.017351,0.0181523,0.0189223,0.0196592,0.0203639
SLR_damages,SAF,0.00174162,0.00216382,0.0026249,0.00311676,0.00363291,0.00416759,0.00471866,0.00528404,0.00585828,0.00643526,0.0070093,0.00757521,0.00812973,0.0086695,0.00918879,0.0096842,0.0101633,0.0106522,0.011139,0.0116172,0.0120868,0.0125489,0.0130032,0.0134484,0.0138846
SLR_damages,WEU,0.00224128,0.00270691,0.00321741,0.0037703,0.00435728,0.00496877,0.00560017,0.00624831,0.00691078,0.00758437,0.00825973,0.00892742,0.00958661,0.010238,0.0108782,0.0115042,0.0121184,0.0127364,0.0133491,0.0139479,0.0145331,0.0151065,0.0156672,0.0162141,0.0167472
SLR_damages,CEU,0.00224128,0.00274927,0.0033041,0.00389505,0.00450853,0.00513207,0.0057648,0.00640888,0.00706449,0.00772923,0.00838882,0.00902812,0.00964694,0.0102496,0.0108373,0.0114091,0.0119645,0.0125272,0.0130839,0.0136308,0.0141679,0.0146959,0.0152146,0.0157235,0.0162227
SLR_damages,TUR,4.37007e-06,6.40615e-06,9.00393e-06,1.22117e-05,1.60644e-05,2.0581e-05,2.57731e-05,3.16382e-05,3.81548e-05,4.5286e-05,5.29778e-05,6.1166e-05,6.97948e-05,7.88079e-05,8.81485e-05,9.77675e-05,0.000107626,0.000117869,0.000128458,0.000139309,0.000150402,0.000161732,0.000173273,0.000184993,0.000196874
SLR_damages,UKR,5.50767e-05,6.82135e-05,8.27028e-05,9.83539e-05,0.000114817,0.000131782,0.000149326,0.000167579,0.000186481,0.000205841,0.000225087,0.000243687,0.000261722,0.000279356,0.000296409,0.000312692,0.000328386,0.000344584,0.000360674,0.000376417,0.000391819,0.000406932,0.00042174,0.000436214,0.000450355
SLR_damages,STAN,5.50767e-05,7.04043e-05,8.73441e-05,0.000105521,0.000124268,0.000142956,0.000161401,0.00017957,0.000197841,0.000216578,0.000235339,0.000253565,0.000271285,0.000288668,0.000305641,0.000322101,0.000338113,0.000354197,0.000370155,0.000385833,0.000401229,0.000416373,0.00043125,0.000445837,0.000460134
SLR_damages,RUS,2.58511e-06,3.78441e-06,5.33095e-06,7.25623e-06,9.54698e-06,1.21648e-05,1.51236e-05,1.84597e-05,2.21853e-05,2.62901e-05,3.06973e-05,3.53102e-05,4.01079e-05,4.5087e-05,5.01966e-05,5.53805e-05,6.06256e-05,6.61068e-05,7.17671e-05,7.75764e-05,8.35265e-05,8.96149e-05,9.58327e-05,0.000102169,0.000108618
SLR_damages,ME,0.0030575,0.00382489,0.00468954,0.00564467,0.00666034,0.00770732,0.00877871,0.0098732,0.0109958,0.0121515,0.0133378,0.0145508,0.0157886,0.01705,0.0183368,0.0196466,0.0209582,0.0222732,0.0235603,0.0247986,0.0259917,0.0271461,0.0282606,0.0293324,0.0303623
SLR_damages,INDIA,1.56953e-05,2.37981e-05,3.44133e-05,4.77881e-05,6.41321e-05,8.35936e-05,0.000106277,0.000132203,0.00016128,0.000193318,0.000227999,0.000264947,0.000303895,0.000344549,0.000386479,0.0004293,0.000473068,0.000518738,0.000566047,0.000614469,0.000663914,0.00071439,0.000765773,0.000817903,0.000870691
SLR_damages,KOR,4.37007e-06,6.41192e-06,9.00287e-06,1.21618e-05,1.58966e-05,2.01993e-05,2.50591e-05,3.04536e-05,3.63411e-05,4.26685e-05,4.93855e-05,5.64424e-05,6.37816e-05,7.13368e-05,7.90228e-05,8.67836e-05,9.45832e-05,0.000102591,0.000110811,0.000119246,0.000127889,0.000136735,0.000145787,0.000155043,0.000164502
SLR_damages,CHN,0.00581438,0.00744074,0.00914671,0.0108824,0.0126401,0.0144124,0.0161663,0.0178669,0.0195143,0.021117,0.0226565,0.0241117,0.0254823,0.0267748,0.0279912,0.0291324,0.0301994,0.0312454,0.0322616,0.0332695,0.0342725,0.0352697,0.0362669,0.0372707,0.0382841
SLR_damages,SEAS,7.62608e-05,0.000113227,0.000160756,0.000219523,0.000290301,0.000373737,0.000470188,0.000579678,0.000701956,0.000836482,0.000982175,0.00113765,0.0013018,0.00147353,0.00165159,0.00183481,0.00202277,0.00221791,0.00241981,0.00262655,0.00283771,0.00305327,0.00327269,0.00349532,0.00372077
SLR_damages,INDO,7.62608e-05,0.000115852,0.000167776,0.000233162,0.000312869,0.000407392,0.000516949,0.000641295,0.000779597,0.000930565,0.00109269,0.00126436,0.00144446,0.0016318,0.00182416,0.00201945,0.00221769,0.00242593,0.00264146,0.00286227,0.00308797,0.00331856,0.00355358,0.00379241,0.00403469
SLR_damages,JAP,0.000295601,0.00036336,0.000439369,0.000522802,0.000612956,0.000709036,0.00081075,0.000917802,0.00102912,0.00114333,0.00125894,0.00137457,0.00148991,0.00160501,0.00171925,0.00183159,0.00194216,0.00205357,0.0021661,0.00227953,0.00239383,0.00250901,0.0026251,0.00274208,0.00285992
SLR_damages,OCE,7.62608e-05,0.000111116,0.00015598,0.000211967,0.000279888,0.000360354,0.000453737,0.000560086,0.000679655,0.000812439,0.000957065,0.00111174,0.00127525,0.00144701,0.00162533,0.00180871,0.00199721,0.00219274,0.00239542,0.00260291,0.00281478,0.00303106,0.00325115,0.00347432,0.00370015
SLR_damages,RSAS,7.62608e-05,0.00011395,0.000162326,0.0002218,0.000293326,0.000377911,0.000476035,0.000587844,0.000713596,0.000853463,0.00100719,0.00117422,0.00135368,0.00154467,0.00174716,0.00196097,0.00218394,0.00241517,0.00265372,0.00289679,0.00314397,0.00339529,0.00364997,0.00390706,0.00416605
SLR_damages,RSAF,0.00174162,0.00219423,0.00268171,0.003197,0.00374955,0.00435988,0.00503307,0.00576495,0.00655268,0.00739272,0.00828067,0.00921078,0.0101736,0.0111619,0.012177,0.0132156,0.0142543,0.0152754,0.016262,0.0171984,0.018091,0.018948,0.0197691,0.0205525,0.0212994
LBD_factor,Global,0.999998,0.807353,0.661197,0.571415,0.509888,0.465787,0.432214,0.405632,0.383955,0.365795,0.350182,0.336494,0.324389,0.313688,0.304273,0.295794,0.288018,0.282448,0.277351,0.272663,0.268323,0.264288,0.260519,0.256988,0.253668
LOT_factor,Global,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
learning_factor,Global,0.999998,0.807353,0.661197,0.571415,0.509888,0.465787,0.432214,0.405632,0.383955,0.365795,0.350182,0.336494,0.324389,0.313688,0.304273,0.295794,0.288018,0.282448,0.277351,0.272663,0.268323,0.264288,0.260519,0.256988,0.253668
abatement_costs,CAN,0,0.00743052,0.0528673,0.0960659,0.117429,0.127306,0.135724,0.16084,0.204721,0.261033,0.321627,0.375185,0.41209,0.428872,0.42849,0.480004,0.578242,0.410506,0.444659,0.474306,0.499316,0.519123,0.530065,0.536644,0.54073
abatement_costs,USA,0,0.0335382,0.250529,0.856059,1.69235,1.94495,2.21998,2.51967,2.81937,3.09982,3.40385,3.81656,4.40975,5.21282,5.59313,5.94363,6.27922,4.0863,4.12388,4.13491,4.12507,4.1052,4.04576,3.97927,3.91863
abatement_costs,MEX,0,0.00806546,0.0203336,0.0288848,0.0404596,0.056274,0.0765053,0.0987092,0.125141,0.162681,0.209719,0.258333,0.313286,0.388459,0.483333,0.588544,0.709196,0.279608,0.277014,0.2724,0.26644,0.260287,0.251967,0.243787,0.236689
abatement_costs,RCAM,0,0.00290519,0.00494593,0.00712223,0.00956818,0.0124848,0.0166459,0.0228069,0.0305698,0.0389433,0.0485945,0.0611375,0.0768303,0.0952408,0.116471,0.141071,0.170493,0.062061,0.0602242,0.0581771,0.056054,0.0540246,0.0516225,0.0493663,0.0474087
abatement_costs,BRA,0,0.00706739,0.049191,0.102747,0.152445,0.208535,0.254463,0.261538,0.240212,0.247064,0.327104,0.49831,0.675546,0.722812,0.53956,0.41172,0.350165,0.270546,0.182565,0.112332,0.0569524,0.00883822,0,0,0
abatement_costs,RSAM,0,0.0127452,0.0586868,0.0884396,0.124236,0.191842,0.275557,0.329628,0.354186,0.392145,0.484839,0.663395,0.863356,0.97171,0.925696,0.86488,0.875562,0.692969,0.7033,0.712679,0.720876,0.725,0.719481,0.711521,0.703676
abatement_costs,NAF,0,0.00252293,0.00478558,0.0079878,0.0123677,0.0179116,0.0258262,0.0380759,0.0559621,0.0801168,0.110592,0.14699,0.191426,0.248076,0.319365,0.407533,0.519421,0.207383,0.215578,0.221991,0.226708,0.230405,0.230788,0.22986,0.228311
abatement_costs,WAF,0,0.00116381,0.00198948,0.00258101,0.00308883,0.00382734,0.00645552,0.00382036,0.00205504,0.00385433,0.00609615,0.00951313,0.0136787,0.0181112,0.0233324,0.030638,0.0403819,0.0148572,0.0149446,0.0148341,0.0145957,0.0142834,0.0137941,0.0133001,0.0128518
