Variable,Region,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140
relative_abatement,SEAS,0,0.185201,0.22834,0.267941,0.307132,0.345197,0.384487,0.425106,0.466814,0.509924,0.553969,0.598276,0.643329,0.690072,0.738385,0.788086,0.840642,0.59838,0.592259,0.585889,0.579462,0.573337,0.565829,0.558785,0.552685
relative_abatement,INDO,0,0.19651,0.260909,0.326771,0.396254,0.467219,0.542414,0.622064,0.705108,0.791043,0.879872,0.972165,1.06912,1.1712,1.27739,1.38807,1.50851,1.15902,1.19058,1.22022,1.24756,1.27348,1.29359,1.31043,1.32469
relative_abatement,JAP,0,0.209398,0.443764,0.707184,0.847185,0.938475,1.03204,1.12902,1.22922,1.33431,1.44433,1.55896,1.67967,1.77309,1.80032,1.82594,1.85042,1.72734,1.75815,1.78953,1.82056,1.85211,1.87782,1.90045,1.92049
relative_abatement,OCE,0,0.168942,0.468976,0.796464,0.999993,1.13401,1.24835,1.36565,1.4838,1.60411,1.72662,1.85623,1.9926,2,2,2,2,1.99968,1.99989,1.99991,1.99991,1.9999,1.99987,1.9998,1.9997
relative_abatement,RSAS,0,0.0818523,0.100117,0.11555,0.129783,0.142763,0.155714,0.168941,0.182681,0.197206,0.212564,0.228679,0.245568,0.263376,0.282632,0.303886,0.326799,0.230196,0.227723,0.224995,0.222183,0.219443,0.216179,0.213159,0.21059
relative_abatement,RSAF,0,0.00371345,0.0823463,0.0923154,0.322772,0.322858,0.0995394,5.38696e-09,0.154907,0.173073,0.193327,0.215664,0.239952,0.266233,0.295024,0.326671,0.360055,0.258594,0.259497,0.259094,0.257897,0.256298,0.253681,0.251066,0.248779
cumulative_emissions,Global,0,172.568,318.74,447.878,557.96,652.061,729.017,788.405,831.075,858.89,873.087,873.931,861.504,836.393,801.662,756.215,700,700,700,700,700,700,700,700,700
global_emissions,Global,41.8166,34.5137,29.2344,25.8275,22.0164,18.8203,15.3913,11.8775,8.53398,5.56293,2.83957,0.168782,-2.48543,-5.02222,-6.94618,-9.08937,-11.2431,-3.24728e-06,-2.53511e-06,-2.44035e-06,-2.43584e-06,-2.44265e-06,-2.46534e-06,-2.46766e-06,-2.45345e-06
temperature,Global,1.09622,1.20322,1.29384,1.37391,1.44216,1.5005,1.54821,1.58504,1.61149,1.62874,1.63754,1.63806,1.63036,1.61479,1.59325,1.56508,1.53022,1.53022,1.53022,1.53022,1.53022,1.53022,1.53022,1.53022,1.53022
emission_relative_cumulative,Global,1,0.79513,0.710822,0.648769,0.594535,0.548484,0.506957,0.468363,0.432023,0.397568,0.364498,0.332342,0.300981,0.2706,0.241913,0.214033,0.186584,0.176327,0.167174,0.158958,0.151532,0.144787,0.138629,0.132986,0.127792
damage_costs,CAN,1.5722e-05,0.000459218,0.00109537,0.00135562,0.00164965,0.00191305,0.00213689,0.00229186,0.00239115,0.00245696,0.00249013,0.00249368,0.00246991,0.00241783,0.00238065,0.00224669,0.00204476,0.00231905,0.00228895,0.00232571,0.00236246,0.00238322,0.0023404,0.00242678,0.00253479
damage_costs,USA,1.5722e-05,0.000458106,0.00110156,0.00139244,0.00161464,0.0019163,0.00212423,0.00227791,0.00238709,0.00246598,0.00251314,0.00252097,0.00248696,0.00236437,0.00232691,0.00220353,0.00201896,0.00232472,0.00226384,0.00229905,0.00233478,0.00236092,0.00228767,0.00239285,0.00250169
damage_costs,MEX,4.4153e-06,0.000865107,0.00202974,0.00272561,0.00316543,0.00357222,0.00389345,0.00413756,0.00430921,0.00439829,0.00441912,0.00439096,0.004307,0.0041516,0.00395483,0.00366337,0.00329293,0.00382594,0.00367643,0.00368219,0.00368483,0.00363301,0.00345675,0.00360669,0.00375308
damage_costs,RCAM,4.4153e-06,0.000865124,0.00203885,0.00276834,0.00321023,0.00360564,0.00392255,0.00415052,0.00430105,0.00438825,0.00441554,0.00437458,0.00426934,0.0041084,0.00391558,0.00366794,0.00319995,0.00376087,0.00360822,0.00361591,0.0036231,0.00348653,0.00340314,0.00356575,0.00371687
damage_costs,BRA,4.4153e-06,0.000865045,0.00204466,0.00272444,0.00316541,0.00355127,0.003849,0.00410739,0.00432448,0.00444993,0.00448271,0.00435425,0.00415448,0.00401367,0.00406008,0.0038048,0.00346347,0.0036565,0.00369946,0.00370393,0.00370109,0.00370156,0.00347649,0.0036104,0.00375265
damage_costs,RSAM,4.4153e-06,0.000865085,0.00205317,0.00274137,0.00319634,0.00357991,0.00386171,0.0041049,0.00430306,0.00442173,0.00446214,0.00436505,0.00419591,0.0040477,0.00397076,0.00376798,0.00338259,0.00372425,0.00366509,0.00367056,0.00367192,0.00360492,0.00344115,0.00359909,0.00374714
damage_costs,NAF,0.00174167,0.00316687,0.0045855,0.00622644,0.00752776,0.00877543,0.00991705,0.0109506,0.0118824,0.0127251,0.0134737,0.0141192,0.0146625,0.0151091,0.0154872,0.015723,0.0159827,0.0168804,0.0174704,0.0180803,0.0186657,0.019123,0.0197241,0.0203411,0.0209332
damage_costs,WAF,0.00174167,0.00319876,0.00480056,0.00640307,0.00775495,0.00902368,0.0101741,0.0112753,0.0122981,0.0132594,0.0141758,0.0150312,0.0158194,0.0165405,0.0172377,0.0178916,0.0184594,0.0196648,0.0205856,0.0214874,0.0222922,0.0230196,0.0239018,0.0247387,0.0255321
damage_costs,EAF,0.00174167,0.0031823,0.00477186,0.00633421,0.00766701,0.00891423,0.0100564,0.0111143,0.0120996,0.0130342,0.013912,0.0147189,0.0154584,0.0161376,0.0167942,0.0174081,0.0179503,0.0191057,0.0200017,0.0208723,0.0216429,0.0223467,0.0232005,0.0240102,0.0247778
damage_costs,SAF,0.00174167,0.00313312,0.00450516,0.00609278,0.00732621,0.00850961,0.00957301,0.0105054,0.0113203,0.0120416,0.0126701,0.0131972,0.0136177,0.0139261,0.0141363,0.0142803,0.0144171,0.015135,0.0155888,0.0160637,0.0165192,0.0168957,0.017348,0.0178502,0.01834
damage_costs,WEU,0.0022413,0.00315443,0.00409382,0.00506513,0.00627848,0.00717747,0.00801389,0.00879304,0.00952748,0.0102457,0.0109305,0.0115492,0.0121168,0.0126266,0.0131439,0.0136087,0.014084,0.0148763,0.0154657,0.0160589,0.0165628,0.0171408,0.0177414,0.0183215,0.0188815
damage_costs,CEU,0.0022413,0.00319683,0.00418056,0.00518996,0.00631721,0.00737482,0.0081777,0.00895645,0.0096869,0.0104031,0.0110802,0.0116742,0.0122016,0.0127076,0.0131364,0.0135308,0.0139453,0.0146362,0.0152132,0.015753,0.0162325,0.0167517,0.0173025,0.017841,0.0183646
damage_costs,TUR,4.4153e-06,0.000865191,0.00203893,0.00274407,0.00318206,0.00358314,0.00390111,0.00412989,0.00428298,0.00437395,0.00440668,0.00438163,0.00429381,0.00413276,0.00393312,0.00368178,0.00326434,0.00378873,0.00365339,0.00365823,0.00365999,0.00359107,0.00342813,0.00357902,0.00372498
damage_costs,UKR,5.50973e-05,0.000434054,0.000808029,0.00133332,0.00156359,0.00180821,0.00201273,0.0021645,0.00226879,0.0023419,0.00238137,0.00237876,0.00233835,0.00226949,0.00217561,0.00200403,0.00188247,0.0020696,0.00204201,0.00205534,0.002066,0.00205494,0.00202471,0.00207115,0.00212856
damage_costs,STAN,5.50973e-05,0.000436194,0.000812579,0.00135568,0.0015778,0.00182266,0.00202228,0.00217109,0.00227513,0.00235024,0.00239213,0.002382,0.00233135,0.00226467,0.00218161,0.00204295,0.00187397,0.00206619,0.00204355,0.00205701,0.00206805,0.00204871,0.00201392,0.00207273,0.00213346
damage_costs,RUS,2.60131e-06,0.000304285,0.000593814,0.000876699,0.00113883,0.00152302,0.00163264,0.00175391,0.001843,0.00188956,0.00190043,0.00189507,0.00186305,0.00177946,0.0016636,0.00157575,0.00146243,0.00151615,0.00153237,0.00152151,0.00151655,0.0015325,0.00154925,0.00156438,0.00157782
damage_costs,ME,0.00305753,0.00427415,0.00557169,0.00695104,0.00836045,0.0101024,0.0113234,0.0125923,0.0138135,0.0150172,0.0162059,0.0173777,0.0185256,0.0196245,0.0207281,0.021916,0.0230549,0.0244062,0.025717,0.0269771,0.0281877,0.0293559,0.030481,0.0315608,0.0325968
damage_costs,INDIA,1.57423e-05,0.000940668,0.00180341,0.00263169,0.00339153,0.00432696,0.00476636,0.00518801,0.00548595,0.00567711,0.00577149,0.005773,0.00568752,0.00549983,0.00525528,0.00500973,0.00468056,0.00478659,0.00487812,0.00489725,0.00492178,0.00499445,0.0050638,0.00512999,0.00519358
damage_costs,KOR,4.4153e-06,0.000865337,0.00200083,0.00271015,0.00315577,0.00357511,0.00390392,0.00414367,0.00430674,0.00439868,0.0044283,0.00440329,0.00432115,0.00417356,0.00387135,0.00368592,0.00333169,0.00380237,0.00366353,0.00366824,0.00366755,0.0036364,0.00347421,0.00358284,0.00371931
damage_costs,CHN,0.0058144,0.0079183,0.0100797,0.0122585,0.0147029,0.0166197,0.0185942,0.0204443,0.0221819,0.023827,0.0253684,0.0267961,0.0281084,0.0293072,0.0303533,0.0312902,0.0322279,0.0334366,0.0344421,0.03545,0.0364472,0.0373861,0.038376,0.0394286,0.0404837
damage_costs,SEAS,7.62964e-05,0.000822577,0.00153662,0.00223665,0.00289431,0.00350968,0.00406236,0.00453723,0.00492929,0.00524298,0.00548113,0.00564212,0.00572527,0.00573492,0.00569231,0.00559288,0.00544066,0.0056358,0.00583771,0.00604445,0.00625562,0.00647118,0.00669059,0.00691322,0.00713867
damage_costs,INDO,7.62964e-05,0.000825207,0.00154365,0.00225029,0.00291689,0.00354334,0.00410914,0.00459887,0.00500695,0.00533708,0.00559167,0.00576886,0.00586796,0.00589323,0.00586493,0.00577756,0.00563564,0.00584395,0.00605951,0.00628035,0.00650608,0.0067367,0.00697172,0.00721055,0.00745282
damage_costs,JAP,0.000295621,0.000787612,0.00129913,0.00203894,0.0026806,0.00296467,0.0032103,0.00339846,0.00354561,0.00367754,0.00378313,0.00385454,0.00385709,0.00383362,0.00389351,0.00379252,0.00370771,0.00414279,0.00421162,0.00432252,0.00442579,0.00444227,0.00451438,0.00472288,0.00492444
damage_costs,OCE,7.62964e-05,0.000820731,0.00153208,0.00222933,0.00288414,0.00349658,0.00404632,0.00451842,0.00535919,0.00509989,0.00533484,0.00552226,0.00562851,0.00565748,0.00562992,0.00554173,0.00539818,0.00559806,0.00580399,0.0060139,0.0062276,0.00644527,0.00666642,0.0068904,0.00711686
damage_costs,RSAS,7.62964e-05,0.000823293,0.00153818,0.00223892,0.00289733,0.00351385,0.00406821,0.00484768,0.00514778,0.00537171,0.00537337,0.0054728,0.00562064,0.00569026,0.00570421,0.00566019,0.00556162,0.00580298,0.00604913,0.00629786,0.00654923,0.00680365,0.00706065,0.00731947,0.00757976
damage_costs,RSAF,0.00174167,0.00316339,0.00475864,0.00645788,0.00722304,0.00865568,0.0100579,0.0109653,0.0119743,0.012959,0.0138944,0.0147719,0.0155857,0.0163403,0.0170817,0.0177883,0.0184076,0.0196629,0.0206244,0.0215602,0.0223974,0.023147,0.0240509,0.0249066,0.025716
gross_damages,CAN,2.67331e-08,0.000549568,0.001085,0.00161426,0.00210886,0.00256446,0.00296016,0.00328004,0.00351782,0.00367644,0.00375851,0.00376342,0.0036915,0.00354793,0.0033532,0.00310507,0.00280848,0.00280848,0.00280848,0.00280848,0.00280848,0.00280848,0.00280848,0.00280848,0.00280848
gross_damages,USA,2.67331e-08,0.000549568,0.001085,0.00161426,0.00210886,0.00256446,0.00296016,0.00328004,0.00351782,0.00367644,0.00375851,0.00376342,0.0036915,0.00354793,0.0033532,0.00310507,0.00280848,0.00280848,0.00280848,0.00280848,0.00280848,0.00280848,0.00280848,0.00280848,0.00280848
gross_damages,MEX,4.52284e-08,0.000934822,0.00185532,0.00277435,0.00364098,0.00444556,0.005149,0.00572069,0.00614734,0.00643272,0.00658063,0.00658947,0.00645985,0.00620146,0.00585181,0.00540766,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886
gross_damages,RCAM,4.52284e-08,0.000934822,0.00185532,0.00277435,0.00364098,0.00444556,0.005149,0.00572069,0.00614734,0.00643272,0.00658063,0.00658947,0.00645985,0.00620146,0.00585181,0.00540766,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886
gross_damages,BRA,4.52284e-08,0.000934822,0.00185532,0.00277435,0.00364098,0.00444556,0.005149,0.00572069,0.00614734,0.00643272,0.00658063,0.00658947,0.00645985,0.00620146,0.00585181,0.00540766,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886
gross_damages,RSAM,4.52284e-08,0.000934822,0.00185532,0.00277435,0.00364098,0.00444556,0.005149,0.00572069,0.00614734,0.00643272,0.00658063,0.00658947,0.00645985,0.00620146,0.00585181,0.00540766,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886
gross_damages,NAF,4.98283e-08,0.00100066,0.00194107,0.00284767,0.00367972,0.00443615,0.00508683,0.00560926,0.00599577,0.00625281,0.00638558,0.00639351,0.00627718,0.0060446,0.00572834,0.00532387,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803
gross_damages,WAF,4.98283e-08,0.00100066,0.00194107,0.00284767,0.00367972,0.00443615,0.00508683,0.00560926,0.00599577,0.00625281,0.00638558,0.00639351,0.00627718,0.0060446,0.00572834,0.00532387,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803
gross_damages,EAF,4.98283e-08,0.00100066,0.00194107,0.00284767,0.00367972,0.00443615,0.00508683,0.00560926,0.00599577,0.00625281,0.00638558,0.00639351,0.00627718,0.0060446,0.00572834,0.00532387,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803
gross_damages,SAF,4.98283e-08,0.00100066,0.00194107,0.00284767,0.00367972,0.00443615,0.00508683,0.00560926,0.00599577,0.00625281,0.00638558,0.00639351,0.00627718,0.0060446,0.00572834,0.00532387,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803
gross_damages,WEU,2.2682e-08,0.000461793,0.000904374,0.00133612,0.00173527,0.00209972,0.00241402,0.00266672,0.00285382,0.00297828,0.00304258,0.00304642,0.00299009,0.00287746,0.00272436,0.00252865,0.00229378,0.00229378,0.00229378,0.00229378,0.00229378,0.00229378,0.00229378,0.00229378,0.00229378
gross_damages,CEU,2.2682e-08,0.000461793,0.000904374,0.00133612,0.00173527,0.00209972,0.00241402,0.00266672,0.00285382,0.00297828,0.00304258,0.00304642,0.00299009,0.00287746,0.00272436,0.00252865,0.00229378,0.00229378,0.00229378,0.00229378,0.00229378,0.00229378,0.00229378,0.00229378,0.00229378
gross_damages,TUR,4.52284e-08,0.000934822,0.00185532,0.00277435,0.00364098,0.00444556,0.005149,0.00572069,0.00614734,0.00643272,0.00658063,0.00658947,0.00645985,0.00620146,0.00585181,0.00540766,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886
gross_damages,UKR,2.0518e-08,0.000423854,0.000840206,0.00125449,0.00164373,0.00200386,0.00231775,0.00257219,0.0027617,0.00288829,0.00295385,0.00295776,0.00290031,0.00278572,0.00263046,0.00243294,0.00219731,0.00219731,0.00219731,0.00219731,0.00219731,0.00219731,0.00219731,0.00219731,0.00219731
gross_damages,STAN,2.0518e-08,0.000423854,0.000840206,0.00125449,0.00164373,0.00200386,0.00231775,0.00257219,0.0027617,0.00288829,0.00295385,0.00295776,0.00290031,0.00278572,0.00263046,0.00243294,0.00219731,0.00219731,0.00219731,0.00219731,0.00219731,0.00219731,0.00219731,0.00219731,0.00219731
gross_damages,RUS,1.62015e-08,0.000329852,0.000645981,0.000954375,0.00123948,0.0014998,0.0017243,0.0019048,0.00203844,0.00212735,0.00217327,0.00217602,0.00213578,0.00205533,0.00194597,0.00180618,0.00163841,0.00163841,0.00163841,0.00163841,0.00163841,0.00163841,0.00163841,0.00163841,0.00163841
gross_damages,ME,2.26712e-08,0.00046296,0.000909042,0.0013462,0.0017519,0.00212356,0.00244493,0.00270386,0.00289585,0.00302372,0.00308982,0.00309376,0.00303585,0.00292014,0.00276297,0.00256232,0.00232189,0.00232189,0.00232189,0.00232189,0.00232189,0.00232189,0.00232189,0.00232189,0.00232189
gross_damages,INDIA,4.7012e-08,0.000937523,0.00180883,0.00264207,0.00340229,0.00409041,0.00468042,0.00515304,0.00550215,0.00573408,0.00585382,0.00586096,0.00575606,0.00554623,0.00526064,0.00489497,0.00445501,0.00445501,0.00445501,0.00445501,0.00445501,0.00445501,0.00445501,0.00445501,0.00445501
gross_damages,KOR,4.52284e-08,0.000934822,0.00185532,0.00277435,0.00364098,0.00444556,0.005149,0.00572069,0.00614734,0.00643272,0.00658063,0.00658947,0.00645985,0.00620146,0.00585181,0.00540766,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886,0.00487886
gross_damages,CHN,2.49297e-08,0.000505758,0.000988092,0.00145727,0.00189028,0.00228527,0.00262573,0.00289938,0.00310196,0.00323673,0.00330634,0.0033105,0.0032495,0.00312756,0.00296179,0.00274986,0.00249549,0.00249549,0.00249549,0.00249549,0.00249549,0.00249549,0.00249549,0.00249549,0.00249549
gross_damages,SEAS,3.56775e-08,0.000717123,0.00139093,0.00203921,0.00263252,0.00317027,0.0036315,0.00400088,0.00427361,0.00445473,0.0045482,0.00455378,0.00447189,0.00430804,0.00408496,0.0037992,0.0034553,0.0034553,0.0034553,0.0034553,0.0034553,0.0034553,0.0034553,0.0034553,0.0034553
gross_damages,INDO,3.56775e-08,0.000717123,0.00139093,0.00203921,0.00263252,0.00317027,0.0036315,0.00400088,0.00427361,0.00445473,0.0045482,0.00455378,0.00447189,0.00430804,0.00408496,0.0037992,0.0034553,0.0034553,0.0034553,0.0034553,0.0034553,0.0034553,0.0034553,0.0034553,0.0034553
gross_damages,JAP,2.06086e-08,0.000436269,0.000884141,0.00134716,0.00179674,0.00222437,0.00260571,0.00292043,0.00315798,0.0033181,0.00340148,0.00340647,0.00333337,0.00318827,0.00299319,0.00274758,0.00245847,0.00245847,0.00245847,0.00245847,0.00245847,0.00245847,0.00245847,0.00245847,0.00245847
gross_damages,OCE,3.56775e-08,0.000717123,0.00139093,0.00203921,0.00263252,0.00317027,0.0036315,0.00400088,0.00427361,0.00445473,0.0045482,0.00455378,0.00447189,0.00430804,0.00408496,0.0037992,0.0034553,0.0034553,0.0034553,0.0034553,0.0034553,0.0034553,0.0034553,0.0034553,0.0034553
gross_damages,RSAS,3.56775e-08,0.000717123,0.00139093,0.00203921,0.00263252,0.00317027,0.0036315,0.00400088,0.00427361,0.00445473,0.0045482,0.00455378,0.00447189,0.00430804,0.00408496,0.0037992,0.0034553,0.0034553,0.0034553,0.0034553,0.0034553,0.0034553,0.0034553,0.0034553,0.0034553
gross_damages,RSAF,4.98283e-08,0.00100066,0.00194107,0.00284767,0.00367972,0.00443615,0.00508683,0.00560926,0.00599577,0.00625281,0.00638558,0.00639351,0.00627718,0.0060446,0.00572834,0.00532387,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803,0.00483803
resid_damages,CAN,1.5722e-05,0.000457398,0.00076603,0.00106024,0.00131691,0.00154065,0.00172482,0.0018751,0.0019969,0.00209269,0.00216425,0.00220955,0.00222517,0.00221026,0.00215525,0.00208672,0.00202867,0.00203449,0.00207146,0.0021103,0.00215146,0.0022035,0.00230853,0.00242152,0.00253194
resid_damages,USA,1.5722e-05,0.000457955,0.00076475,0.00104507,0.00131377,0.00153557,0.00172377,0.00187854,0.00200078,0.00209105,0.00214979,0.00217792,0.00217745,0.00217322,0.0021313,0.00207208,0.00201684,0.00200887,0.00204444,0.00208167,0.00212075,0.00216681,0.00227952,0.00239229,0.00250141
resid_damages,MEX,4.4153e-06,0.000864933,0.00150078,0.00201987,0.00232611,0.00261026,0.00285373,0.00304358,0.00317907,0.00327116,0.00332616,0.00334048,0.00331181,0.00324639,0.00315623,0.00305464,0.00296353,0.00291178,0.00291692,0.00292375,0.00293377,0.00296911,0.00310116,0.00322776,0.0033458
resid_damages,RCAM,4.4153e-06,0.000864971,0.00149677,0.00199637,0.00229352,0.00256017,0.00278785,0.00296585,0.00309537,0.00318125,0.00322685,0.00323465,0.00320562,0.00314128,0.00305053,0.00293089,0.00283886,0.00280431,0.00281943,0.00283662,0.00285637,0.00292973,0.00306762,0.00319735,0.00331823
resid_damages,BRA,4.4153e-06,0.000864955,0.00149406,0.00201265,0.00231996,0.00260992,0.00286912,0.00307191,0.00320494,0.00328072,0.00331295,0.00333641,0.003362,0.00336187,0.00324871,0.00310606,0.00295052,0.00296411,0.002964,0.00296471,0.00296965,0.00297821,0.00310256,0.00322574,0.00334046
resid_damages,RSAM,4.4153e-06,0.00086499,0.00149046,0.00200127,0.00230151,0.00257808,0.00282799,0.00302579,0.00316119,0.00324297,0.00327974,0.00329642,0.00329972,0.00327024,0.00317838,0.00304113,0.00290742,0.00289027,0.00289667,0.00290506,0.00291727,0.00296031,0.00309562,0.00322325,0.00334209
resid_damages,NAF,0.00174167,0.00316685,0.00458542,0.00589371,0.00712908,0.00829807,0.00939304,0.0104105,0.01135,0.0122147,0.0129997,0.013695,0.0143001,0.0148206,0.0152724,0.0156729,0.0159806,0.0165935,0.0172184,0.0178273,0.018425,0.0190775,0.0197221,0.0203404,0.0209327
resid_damages,WAF,0.00174167,0.00319877,0.00459141,0.00587619,0.00709327,0.00827007,0.00941268,0.0105068,0.0115546,0.0125632,0.013533,0.0144619,0.0153422,0.0161707,0.0169586,0.0176882,0.0183538,0.0193253,0.0202804,0.0211929,0.0220928,0.0230195,0.0239018,0.0247387,0.0255321
resid_damages,EAF,0.00174167,0.0031823,0.00455183,0.00581355,0.00700521,0.00815971,0.00927334,0.0103361,0.0113496,0.0123196,0.0132492,0.0141373,0.0149755,0.0157587,0.0165039,0.0171994,0.0178311,0.0187733,0.0196959,0.0205774,0.0214492,0.0223465,0.0232004,0.0240102,0.0247778
resid_damages,SAF,0.00174167,0.00313294,0.00450472,0.00575496,0.00692561,0.00801867,0.00902593,0.0099471,0.0107832,0.0115358,0.0122037,0.0127817,0.0132673,0.0136662,0.0140056,0.0142652,0.0144126,0.0148798,0.0153596,0.0158313,0.0163008,0.0168123,0.0173371,0.017846,0.0183373
resid_damages,WEU,0.0022413,0.00315442,0.0040938,0.00506507,0.00592935,0.00675592,0.00755648,0.00833416,0.00909304,0.00982899,0.0105339,0.0112069,0.011849,0.0124692,0.0130551,0.0136019,0.0140828,0.0146871,0.0152956,0.0158925,0.0165172,0.0171393,0.0177408,0.0183212,0.0188813
resid_damages,CEU,0.0022413,0.00319678,0.00418048,0.00518978,0.00613359,0.00696275,0.00777061,0.00854972,0.00930729,0.0100374,0.0107257,0.0113679,0.0119673,0.0125145,0.0130372,0.0135258,0.0139434,0.0145109,0.0150624,0.0156069,0.0161726,0.0167434,0.0172994,0.0178391,0.0183632
resid_damages,TUR,4.4153e-06,0.000864947,0.00149665,0.00200684,0.00231008,0.00258711,0.00282451,0.00301274,0.00315267,0.00324877,0.00330382,0.00331676,0.00328758,0.00322313,0.00313466,0.00301926,0.00292564,0.0028813,0.00288655,0.00289352,0.00290362,0.00294464,0.00307643,0.00320229,0.00331961
resid_damages,UKR,5.50973e-05,0.000433879,0.000807405,0.00107413,0.00132078,0.00153801,0.00171973,0.00186629,0.00198017,0.00206151,0.00211071,0.00212981,0.00211972,0.00207995,0.00201979,0.00196281,0.00187724,0.00186946,0.00188191,0.0018947,0.00190919,0.00193762,0.00199928,0.00206371,0.00212409
resid_damages,STAN,5.50973e-05,0.000436078,0.000812095,0.00107352,0.0013189,0.00153454,0.00171624,0.00186302,0.0019763,0.0020558,0.00210187,0.00212098,0.00211571,0.00208049,0.00202048,0.00194618,0.00186335,0.0018597,0.00187286,0.00188643,0.00190156,0.0019341,0.00200284,0.00206979,0.00213172
resid_damages,RUS,2.60131e-06,0.00030425,0.000593755,0.000876576,0.00113848,0.00130324,0.00145512,0.00157544,0.00166199,0.00172182,0.00175931,0.00176792,0.00174499,0.00170195,0.00165349,0.00157365,0.00146136,0.00147045,0.00147481,0.00148806,0.00150959,0.00152981,0.00154761,0.00156312,0.0015767
resid_damages,ME,0.00305753,0.00427415,0.00557167,0.00695101,0.00836036,0.00963777,0.0109166,0.0121678,0.0134038,0.0146353,0.0158629,0.0170822,0.0182917,0.0195028,0.0207256,0.0219155,0.0230546,0.024402,0.0257163,0.0269768,0.0281876,0.0293559,0.030481,0.0315608,0.0325967
resid_damages,INDIA,1.57423e-05,0.000940683,0.00180342,0.0026317,0.00339152,0.00395574,0.00446028,0.00485966,0.00515844,0.00536852,0.00549787,0.00554683,0.00551269,0.0054075,0.00525384,0.0050095,0.00468044,0.00474223,0.00478485,0.00484378,0.00492109,0.00499427,0.00506371,0.00512993,0.00519353
resid_damages,KOR,4.4153e-06,0.000864917,0.00151433,0.00204259,0.00234837,0.00263559,0.00287829,0.00306837,0.00320672,0.00330058,0.003354,0.00336467,0.00333021,0.00325436,0.00319208,0.00308349,0.00297952,0.00292713,0.00292938,0.00293226,0.00293821,0.00296098,0.00307396,0.00319304,0.0033049
resid_damages,CHN,0.0058144,0.00791831,0.0100797,0.0122585,0.0142409,0.0162481,0.0181879,0.0200296,0.0217794,0.0234528,0.0250357,0.026502,0.027846,0.0290726,0.0302194,0.0312897,0.0322277,0.0332661,0.0342796,0.035284,0.0362863,0.0373196,0.0383747,0.0394282,0.0404834
resid_damages,SEAS,7.62964e-05,0.000822583,0.00153662,0.00223665,0.00289431,0.00350967,0.00406235,0.00453722,0.00492927,0.00524295,0.0054811,0.00564209,0.00572523,0.00573488,0.00569227,0.00559284,0.00544062,0.00563575,0.00583765,0.00604439,0.00625555,0.00647111,0.00669053,0.00691315,0.00713861
resid_damages,INDO,7.62964e-05,0.000825208,0.00154364,0.00225029,0.00291687,0.00354332,0.00410911,0.00459882,0.0050069,0.00533701,0.00559159,0.00576876,0.00586786,0.00589311,0.00586481,0.00577743,0.0056355,0.00584372,0.00605923,0.00628001,0.00650568,0.00673625,0.00697125,0.00721007,0.00745234
resid_damages,JAP,0.000295621,0.000787524,0.00129896,0.00174306,0.00201213,0.0022572,0.00247765,0.00268025,0.00286792,0.00303603,0.00318271,0.00330582,0.00342131,0.00353037,0.00358637,0.00364782,0.00369398,0.00377864,0.00388439,0.0039911,0.00410358,0.00427511,0.00450223,0.0047188,0.00492191
resid_damages,OCE,7.62964e-05,0.000820463,0.00153182,0.00222903,0.0028838,0.00349614,0.00404567,0.00451721,0.00472584,0.00506155,0.00533161,0.00552084,0.00562763,0.00565674,0.00562925,0.00554107,0.00539749,0.0055973,0.00580314,0.00601296,0.00622658,0.00644415,0.00666522,0.00688912,0.00711552
resid_damages,RSAS,7.62964e-05,0.000823306,0.00153819,0.00223893,0.00289733,0.00351385,0.0040682,0.00443643,0.00473197,0.00497687,0.00524201,0.00547266,0.00562061,0.00569025,0.00570421,0.00566019,0.00556163,0.00580298,0.00604914,0.00629786,0.00654923,0.00680366,0.00706065,0.00731947,0.00757976
resid_damages,RSAF,0.00174167,0.00316337,0.00449725,0.00567227,0.00692988,0.00810317,0.00915853,0.0102357,0.0112802,0.01229,0.0132684,0.0142127,0.0151153,0.0159726,0.0168,0.0175823,0.0183039,0.019324,0.0203197,0.0212663,0.0221941,0.0231463,0.0240508,0.0249065,0.0257159
